CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Cluster,Cluster_Name,PC1,PC2,DBSCAN_Label,Ward_Label,IQR_flag,ZScore_flag,IF_flag,MAHA_flag,LOF_flag,DBSCAN_flag,UNI_flag,MV_flag,Composite_Anomaly_Score,UniMV_Segment,Anomaly_Class,Max_Abs_Z,HighBal_Churn_flag,IF_score,MAHA_dist2,Age_Band,Balance_Band,Active_Status,Churn_Status
509,Spain,Male,38,2,0.0,1,0,0,168460.12,0,2,Zero-Balance Multi-Product France-Skew Loyalist,0.1471,-0.028,0,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.4643667502459403,0,-0.5071,8.516,Middle-aged (31-45),Zero balance,Inactive,Retained
609,France,Male,34,1,0.0,1,1,1,181177.9,0,2,Zero-Balance Multi-Product France-Skew Loyalist,0.2012,0.1511,0,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.4100333840497887,0,-0.5006,8.321,Middle-aged (31-45),Zero balance,Active,Retained
456,France,Female,33,1,188285.68,1,0,0,58363.94,0,1,High-Balance Single-Product France-Skew Watchlist,-1.9409,-0.855,0,0,0,0,1,0,1,0,0,1,1,Multivariate only,B: Rare Valid — Statistically Unusual Pattern,2.012745862928552,0,-0.5654,10.308,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
728,France,Female,46,2,109705.52,1,1,0,20276.87,1,1,High-Balance Single-Product France-Skew Watchlist,-1.1628,-1.6052,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.3878747501230997,0,-0.4809,5.215,Senior (46-60),Above ceiling (>100K),Inactive,Churned
663,Spain,Male,33,9,0.0,2,0,0,91514.62,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.58,0.8542,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.378685672134612,0,-0.4493,3.846,Middle-aged (31-45),Zero balance,Inactive,Retained
673,Germany,Female,34,1,127122.79,3,0,1,76703.1,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,1.1743,-0.8494,-1,2,0,0,0,0,0,1,0,0,1,Neither,B: Rare Valid — Statistically Unusual Pattern,2.52705661927622,0,-0.5327,14.696,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
717,France,Male,40,0,98241.04,1,1,0,110887.14,0,1,High-Balance Single-Product France-Skew Watchlist,-0.99,-0.7798,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.7333154938995745,0,-0.4793,4.444,Middle-aged (31-45),Insured (0-100K),Inactive,Retained
741,Germany,Female,37,8,170840.08,2,0,0,109843.16,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,-0.3907,1.0209,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.51222488289922,0,-0.4943,7.043,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
498,Germany,Female,41,4,87541.06,2,1,1,12577.21,1,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.359,-1.401,1,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.5781812830668598,0,-0.5079,6.547,Middle-aged (31-45),Insured (0-100K),Active,Churned
850,France,Female,26,4,62610.96,2,0,1,179365.1,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.9029,1.3542,1,2,0,0,0,0,1,0,0,1,0,Multivariate only,Normal — Not Flagged,2.063883767202561,0,-0.5534,8.658,Young adult (18-30),Insured (0-100K),Active,Retained
493,France,Male,36,9,0.0,2,1,1,65816.53,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.5178,0.2522,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.6299151616218233,0,-0.4956,6.727,Middle-aged (31-45),Zero balance,Active,Retained
686,France,Female,47,5,113328.93,1,1,0,124170.9,0,1,High-Balance Single-Product France-Skew Watchlist,-1.1441,0.0177,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,0.9115834940401768,0,-0.4386,2.185,Senior (46-60),Above ceiling (>100K),Inactive,Retained
666,Spain,Male,35,2,104832.49,1,1,0,175015.12,0,1,High-Balance Single-Product France-Skew Watchlist,-0.9556,0.5163,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.3028687978994204,0,-0.4527,3.913,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
733,Spain,Female,31,9,102289.85,1,1,1,115441.66,0,1,High-Balance Single-Product France-Skew Watchlist,-0.7215,1.4955,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.378685672134612,0,-0.4576,4.374,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
631,Germany,Female,34,6,125227.82,2,0,1,128247.03,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.1007,0.7447,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,0.8077365626180215,0,-0.439,2.99,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
714,Germany,Female,49,5,140510.89,1,1,0,141914.94,0,1,High-Balance Single-Product France-Skew Watchlist,-1.4673,0.1788,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.0261356541105182,0,-0.4554,3.802,Senior (46-60),Above ceiling (>100K),Inactive,Retained
767,Germany,Female,35,6,132253.22,1,1,0,115566.57,1,1,High-Balance Single-Product France-Skew Watchlist,-1.1682,0.8235,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2051013831901694,1,-0.4506,3.079,Middle-aged (31-45),Above ceiling (>100K),Inactive,Churned
711,Germany,Male,43,2,39043.29,2,1,1,175423.69,0,2,Zero-Balance Multi-Product France-Skew Loyalist,0.8885,-0.0835,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.309973421943027,0,-0.4717,4.785,Middle-aged (31-45),Insured (0-100K),Active,Retained
722,France,Male,34,8,0.0,2,1,1,133447.49,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.5672,1.0604,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2258476714090278,0,-0.4456,3.781,Middle-aged (31-45),Zero balance,Active,Retained
631,Spain,Male,55,9,99685.06,1,1,0,114474.98,0,1,High-Balance Single-Product France-Skew Watchlist,-1.0178,0.2502,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.533114102013669,0,-0.4851,6.413,Senior (46-60),Insured (0-100K),Inactive,Retained
701,Germany,Male,38,3,125385.49,2,0,1,52044.66,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,-0.0166,-0.8021,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,0.83546462542908,0,-0.4501,3.969,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
790,Spain,Male,46,2,131365.37,2,1,1,180290.68,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,-0.1704,0.0513,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.443077224543001,0,-0.5173,8.957,Senior (46-60),Above ceiling (>100K),Active,Retained
633,Spain,Male,58,6,98308.51,1,1,1,132034.13,0,1,High-Balance Single-Product France-Skew Watchlist,-1.1029,-0.3587,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.8191748741175744,0,-0.4745,6.196,Senior (46-60),Insured (0-100K),Active,Retained
644,France,Female,37,8,0.0,2,1,0,20968.88,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.5008,-0.3009,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.3758413877019326,0,-0.457,4.725,Middle-aged (31-45),Zero balance,Inactive,Retained
757,Spain,Male,44,5,140856.16,2,1,0,158735.1,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,-0.1945,0.5567,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.1016336260802426,0,-0.4808,6.12,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
696,France,Female,30,8,0.0,2,1,1,196134.44,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.623,1.9,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.6701126695899882,0,-0.4778,6.364,Young adult (18-30),Zero balance,Active,Retained
746,France,Male,35,2,172274.01,1,1,0,22374.97,0,1,High-Balance Single-Product France-Skew Watchlist,-1.7185,-0.9114,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.5352066350606524,0,-0.5201,6.582,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
649,Spain,Male,36,8,0.0,2,1,0,161668.15,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.5334,1.2423,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2258476714090278,0,-0.4489,3.971,Middle-aged (31-45),Zero balance,Inactive,Retained
565,Spain,Male,38,0,122447.76,1,0,0,67339.34,0,1,High-Balance Single-Product France-Skew Watchlist,-1.2715,-1.2334,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.7333154938995745,0,-0.4961,5.118,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
720,France,Female,38,10,0.0,2,1,1,56229.72,1,2,Zero-Balance Multi-Product France-Skew Loyalist,1.5482,0.4442,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.7244635794717436,0,-0.4823,5.846,Middle-aged (31-45),Zero balance,Active,Churned
648,Spain,Female,56,6,157559.59,2,1,0,140991.23,1,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,-0.5339,-0.0871,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.6284676927149706,1,-0.4963,9.61,Senior (46-60),Above ceiling (>100K),Inactive,Churned
632,Germany,Male,41,3,126550.7,1,0,0,177644.52,1,1,High-Balance Single-Product France-Skew Watchlist,-1.2658,0.4514,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.3485914365176703,0,-0.4514,3.555,Middle-aged (31-45),Above ceiling (>100K),Inactive,Churned
622,France,Female,30,2,158584.82,3,1,0,142342.55,1,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.9021,0.3074,-1,2,0,0,1,0,0,1,0,1,2,Multivariate only,C: Risk Signal — High-Balance Pre-Churn,2.52705661927622,1,-0.5618,17.094,Young adult (18-30),Above ceiling (>100K),Inactive,Churned
835,France,Male,28,2,163569.61,2,1,1,154559.28,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,-0.2955,0.7655,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.9086821315376712,0,-0.5586,11.047,Young adult (18-30),Above ceiling (>100K),Active,Retained
493,France,Female,31,3,0.0,1,1,1,176570.28,1,2,Zero-Balance Multi-Product France-Skew Loyalist,0.2641,0.5537,0,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.6299151616218233,0,-0.5236,9.527,Middle-aged (31-45),Zero balance,Active,Churned
785,Germany,Female,33,6,127211.45,1,0,0,191961.83,0,1,High-Balance Single-Product France-Skew Watchlist,-1.0792,1.7312,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.5975551510972157,0,-0.4935,6.174,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
681,Germany,Male,42,3,118199.97,2,1,0,9452.88,1,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.0095,-1.4305,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.576093120541275,0,-0.4853,5.625,Middle-aged (31-45),Above ceiling (>100K),Inactive,Churned
621,Germany,Female,30,2,101014.08,2,1,1,165257.31,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.3466,0.487,1,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.1331902323196132,0,-0.4641,4.705,Young adult (18-30),Above ceiling (>100K),Active,Retained
756,Spain,Male,38,6,119208.85,1,1,0,169763.89,1,1,High-Balance Single-Product France-Skew Watchlist,-1.0552,1.2161,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2115551553987314,0,-0.4581,3.85,Middle-aged (31-45),Above ceiling (>100K),Inactive,Churned
515,France,Female,66,6,0.0,2,1,1,160663.11,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.083,-0.8118,1,0,1,0,0,0,0,0,1,0,1,Univariate only,B: Rare Valid — Statistically Unusual Pattern,2.5820035997279875,0,-0.5509,16.059,Elderly (60+),Zero balance,Active,Retained
625,France,Female,58,10,53772.73,1,1,1,192072.1,1,1,High-Balance Single-Product France-Skew Watchlist,-0.5111,0.9926,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.8191748741175744,0,-0.5602,12.097,Senior (46-60),Insured (0-100K),Active,Churned
717,Spain,Female,39,6,0.0,2,1,0,93275.61,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.453,0.0262,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2258476714090278,0,-0.4288,2.449,Middle-aged (31-45),Zero balance,Inactive,Retained
595,Germany,Female,41,2,138878.81,1,0,1,112269.67,0,1,High-Balance Single-Product France-Skew Watchlist,-1.4397,-0.4944,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.0417596792253108,0,-0.4519,2.87,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
539,Spain,Female,37,1,130922.81,2,0,0,2186.83,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,-0.1416,-1.7647,1,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.7024424695684808,0,-0.5357,9.023,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
762,France,Male,35,9,0.0,2,1,1,43075.7,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.5701,0.2885,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.378685672134612,0,-0.4734,6.018,Middle-aged (31-45),Zero balance,Active,Retained
706,Spain,Male,20,8,0.0,2,1,1,12368.11,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.7286,0.4581,1,1,0,0,0,0,1,0,0,1,0,Multivariate only,Normal — Not Flagged,1.80426157253189,0,-0.5217,9.109,Young adult (18-30),Zero balance,Active,Retained
677,Spain,Female,25,8,130866.19,1,1,0,42410.21,0,1,High-Balance Single-Product France-Skew Watchlist,-1.0048,0.8665,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.3274936190253817,0,-0.4741,5.831,Young adult (18-30),Above ceiling (>100K),Inactive,Retained
733,Germany,Female,33,7,187257.94,1,0,1,190430.81,0,1,High-Balance Single-Product France-Skew Watchlist,-1.7378,1.9348,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.7753557118386307,0,-0.5275,7.312,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
684,Spain,Female,41,7,0.0,1,1,1,138394.37,0,2,Zero-Balance Multi-Product France-Skew Loyalist,0.2469,0.6182,0,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2258476714090278,0,-0.4672,4.952,Middle-aged (31-45),Zero balance,Active,Retained
679,France,Male,36,6,147733.64,1,0,1,172501.38,0,1,High-Balance Single-Product France-Skew Watchlist,-1.3666,1.2797,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.259157371109948,0,-0.4551,3.503,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
478,Spain,Male,43,1,0.0,2,1,1,197916.43,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.2701,-0.3128,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.7851167972867132,0,-0.5404,10.539,Middle-aged (31-45),Zero balance,Active,Retained
696,France,Male,33,2,163139.27,1,1,1,7035.36,0,1,High-Balance Single-Product France-Skew Watchlist,-1.6001,-1.0774,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.6181313776768922,0,-0.5247,6.486,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
686,Spain,Female,35,4,0.0,2,1,1,159676.55,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.4657,0.456,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2258476714090278,0,-0.4397,3.203,Middle-aged (31-45),Zero balance,Active,Retained
466,France,Female,36,5,119540.15,1,0,1,80603.99,0,1,High-Balance Single-Product France-Skew Watchlist,-1.1187,-0.1242,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.9092781058186248,0,-0.4762,4.913,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
686,France,Female,41,4,129553.76,2,1,0,187599.8,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,-0.0583,0.73,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.52170380807905,0,-0.4644,5.457,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
576,France,Male,55,9,0.0,2,1,1,94450.97,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.2902,-0.3151,1,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.533114102013669,0,-0.5057,8.564,Senior (46-60),Zero balance,Active,Retained
763,Germany,Female,61,1,66101.89,1,1,1,143981.27,0,1,High-Balance Single-Product France-Skew Watchlist,-0.8669,-1.3309,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,2.105235646221479,0,-0.5441,11.652,Elderly (60+),Insured (0-100K),Active,Retained
572,France,Male,43,2,140431.98,1,1,0,26450.57,1,1,High-Balance Single-Product France-Skew Watchlist,-1.492,-1.4684,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2805202760843493,1,-0.473,4.951,Middle-aged (31-45),Above ceiling (>100K),Inactive,Churned
757,France,Female,49,2,0.0,2,0,0,164482.92,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.2474,-0.4895,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2258476714090278,0,-0.4938,7.449,Senior (46-60),Zero balance,Inactive,Retained
582,France,Female,29,0,0.0,1,1,1,84012.81,0,2,Zero-Balance Multi-Product France-Skew Loyalist,0.2266,-0.8534,0,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.7333154938995745,0,-0.5324,8.623,Young adult (18-30),Zero balance,Active,Retained
623,France,Female,35,5,0.0,2,1,0,101192.08,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.4691,0.028,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2258476714090278,0,-0.4247,1.912,Middle-aged (31-45),Zero balance,Inactive,Retained
617,Germany,Female,37,4,116471.43,2,1,0,175324.74,1,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.1271,0.7163,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.3082527803170756,0,-0.4454,4.1,Middle-aged (31-45),Above ceiling (>100K),Inactive,Churned
425,France,Male,39,4,0.0,2,1,0,197226.32,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.3777,0.4787,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,2.333495909969325,0,-0.5493,10.482,Middle-aged (31-45),Zero balance,Inactive,Retained
659,France,Female,56,9,123785.24,1,1,0,99504.03,1,1,High-Balance Single-Product France-Skew Watchlist,-1.2981,0.109,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.6284676927149706,0,-0.4834,6.966,Senior (46-60),Above ceiling (>100K),Inactive,Churned
605,France,Female,33,4,0.0,2,0,1,83700.66,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.462,-0.3241,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2258476714090278,0,-0.4372,2.419,Middle-aged (31-45),Zero balance,Active,Retained
538,France,Female,38,8,88758.95,2,0,0,28226.15,1,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.4722,-0.211,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2496447141014662,0,-0.4853,5.451,Middle-aged (31-45),Insured (0-100K),Inactive,Churned
665,Germany,Male,25,5,153611.83,2,1,0,35321.65,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,-0.1239,0.1357,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.3274936190253817,0,-0.5031,7.137,Young adult (18-30),Above ceiling (>100K),Inactive,Retained
491,Germany,Female,57,4,112044.72,1,1,1,41229.73,1,1,High-Balance Single-Product France-Skew Watchlist,-1.3217,-1.7672,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.7238212834162725,0,-0.5199,8.983,Senior (46-60),Above ceiling (>100K),Active,Churned
726,Spain,Female,27,7,123826.07,1,0,1,78970.58,0,1,High-Balance Single-Product France-Skew Watchlist,-0.9667,0.9326,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.1367864376227783,0,-0.4581,4.073,Young adult (18-30),Above ceiling (>100K),Active,Retained
580,France,Female,65,9,106804.26,3,1,0,107890.69,1,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,1.1712,-0.5144,-1,2,1,0,1,1,0,1,1,1,3,Both families,C: Risk Signal — Density Outlier + Churned,2.52705661927622,0,-0.5964,25.425,Elderly (60+),Above ceiling (>100K),Inactive,Churned
550,France,Female,48,6,0.0,2,1,1,191870.28,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.3244,0.4392,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.5959631880769447,0,-0.4982,7.256,Senior (46-60),Zero balance,Active,Retained
542,France,Female,59,2,68892.77,2,1,0,7905.06,1,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.2988,-2.6947,-1,0,0,0,0,0,0,1,0,0,1,Neither,C: Risk Signal — Density Outlier + Churned,1.914528464818876,0,-0.5585,12.131,Senior (46-60),Insured (0-100K),Inactive,Churned
732,France,Female,43,6,0.0,2,1,0,65731.53,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.4002,-0.4507,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2258476714090278,0,-0.4371,3.472,Middle-aged (31-45),Zero balance,Inactive,Retained
473,France,Female,33,5,125827.43,1,0,1,145698.73,0,1,High-Balance Single-Product France-Skew Watchlist,-1.1405,0.7305,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.8368506758416767,0,-0.4785,5.592,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
745,Spain,Male,34,9,0.0,2,1,0,50046.25,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.5809,0.4414,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.378685672134612,0,-0.4623,5.463,Middle-aged (31-45),Zero balance,Inactive,Retained
732,France,Male,36,7,0.0,2,1,1,60830.24,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.5116,0.0005,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2258476714090278,0,-0.4369,3.422,Middle-aged (31-45),Zero balance,Active,Retained
848,Germany,Female,40,5,148495.64,1,0,0,158853.98,0,1,High-Balance Single-Product France-Skew Watchlist,-1.4237,0.925,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,2.043190215780576,0,-0.5174,6.974,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
572,France,Male,37,1,133043.66,1,0,0,111243.09,0,1,High-Balance Single-Product France-Skew Watchlist,-1.3486,-0.4937,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.3875375865624426,0,-0.4592,3.881,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
702,France,Male,45,9,74989.58,1,1,1,171014.69,0,1,High-Balance Single-Product France-Skew Watchlist,-0.5935,1.3158,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.378685672134612,0,-0.4822,5.385,Middle-aged (31-45),Insured (0-100K),Active,Retained
664,Germany,Male,39,7,60263.23,1,1,0,170835.32,0,1,High-Balance Single-Product France-Skew Watchlist,-0.401,1.1954,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2301862524911291,0,-0.4625,3.374,Middle-aged (31-45),Insured (0-100K),Inactive,Retained
630,Germany,Male,50,3,129370.91,4,1,1,47775.34,1,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,2.1853,-1.6574,-1,2,0,0,1,1,0,1,0,1,2,Multivariate only,C: Risk Signal — High-Balance Pre-Churn,4.246376675934418,1,-0.5881,36.316,Senior (46-60),Above ceiling (>100K),Active,Churned
618,Germany,Male,44,5,157955.83,2,0,0,139297.71,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,-0.4169,0.2576,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.3057276059847742,0,-0.4724,5.492,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
556,France,Male,26,4,0.0,1,1,0,195167.38,0,2,Zero-Balance Multi-Product France-Skew Loyalist,0.3622,1.2959,0,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.6532964625077016,0,-0.52,9.719,Young adult (18-30),Zero balance,Inactive,Retained
619,France,Female,30,7,70729.17,1,1,1,160948.87,0,1,High-Balance Single-Product France-Skew Watchlist,-0.4104,1.4729,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.0582707658525816,0,-0.4654,3.764,Young adult (18-30),Insured (0-100K),Active,Retained
644,France,Male,48,8,0.0,2,0,1,44965.54,1,2,Zero-Balance Multi-Product France-Skew Loyalist,1.3564,-0.6417,1,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2258476714090278,0,-0.4667,5.365,Senior (46-60),Zero balance,Active,Churned
658,Spain,Male,50,2,0.0,2,1,0,52137.73,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.2101,-1.8058,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2258476714090278,0,-0.467,5.804,Senior (46-60),Zero balance,Inactive,Retained
598,Spain,Male,27,8,90721.52,2,1,0,109296.18,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.6186,1.2524,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.1367864376227783,0,-0.4706,3.992,Young adult (18-30),Insured (0-100K),Inactive,Retained
677,France,Male,27,2,0.0,2,1,1,20092.89,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.5052,-1.0344,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.391073978484317,0,-0.4832,6.181,Young adult (18-30),Zero balance,Active,Retained
689,Spain,Female,45,0,57784.22,1,1,0,197804.0,1,1,High-Balance Single-Product France-Skew Watchlist,-0.5943,-0.2031,0,1,0,0,0,0,1,0,0,1,0,Multivariate only,Normal — Not Flagged,1.7333154938995745,0,-0.5432,8.137,Middle-aged (31-45),Insured (0-100K),Inactive,Churned
591,France,Male,33,9,131765.72,1,1,0,118782.06,0,1,High-Balance Single-Product France-Skew Watchlist,-1.0995,1.4084,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.378685672134612,0,-0.455,4.073,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
