Source_RowNumber,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,IQR_outlier_count,IQR_flag,ZScore_outlier_count,ZScore_flag,IF_flag,IF_anomaly_score,MAHA_dist2,MAHA_flag,LOF_flag,LOF_score,UNI_flag,MV_flag,UniMV_Segment,Max_Abs_Z,HighBal_Churn_flag,DBSCAN_flag,Composite_Anomaly_Score,Anomaly_Class,Anomaly_Evidence,Recommended_Action
2013,841,France,Male,74,9,108131.53,1,0,1,60830.38,0,1,1,1,1,1,-0.5975057311821437,22.377132018483564,0,0,1.1335343940999298,1,1,Both families,3.344832325338401,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2054,850,France,Male,63,8,169832.57,1,0,0,184107.26,1,1,1,0,0,1,-0.5971137852218632,16.972503527743193,0,1,1.2416908312085595,1,1,Both families,2.2959428276240823,1,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2093,655,Spain,Male,38,3,250898.09,3,0,1,81054.0,1,0,0,0,0,1,-0.5914270097957101,25.315912130845657,1,1,1.6075741020531578,0,1,Multivariate only,2.7953233217054723,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2095,531,Spain,Male,70,1,0.0,2,0,0,99503.19,0,1,1,0,0,1,-0.5787861510070812,18.365567554835057,0,0,1.0771690139531542,1,1,Both families,2.9634179625331942,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2109,593,Germany,Male,74,5,161434.36,2,1,1,65532.17,0,1,1,1,1,1,-0.5780895070426133,21.66593473472445,0,0,1.139069948186468,1,1,Both families,3.344832325338401,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2125,704,France,Male,32,7,127785.17,4,0,0,184464.7,1,0,0,0,0,1,-0.6009778855175643,31.892735184094615,1,0,1.1061031846803517,0,1,Multivariate only,4.246376675934418,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2155,606,Germany,Male,65,10,126306.64,3,0,0,7861.68,1,1,1,0,0,1,-0.6322213524187039,28.40565458584959,1,1,1.4241272632969084,1,1,Both families,2.52705661927622,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2160,683,France,Male,72,3,140997.26,1,0,1,52876.41,0,1,1,1,1,0,-0.5429886726018663,15.963415076807923,0,0,1.085227575062826,1,0,Univariate only,3.1541251439357976,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
2165,767,Spain,Male,77,8,149083.7,1,1,1,190146.83,0,1,1,1,1,1,-0.595253505063659,24.6241896070878,1,0,1.1829229868895461,1,1,Both families,3.630893097442306,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2172,526,Germany,Male,58,9,190298.89,2,1,1,191263.76,0,0,0,0,0,1,-0.5961763349935997,17.681796762492986,0,1,1.232542712547536,0,1,Multivariate only,1.8240933484284971,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2197,773,Germany,Male,47,2,118079.47,4,1,1,143007.49,1,0,0,0,0,1,-0.6002530687269619,33.763515486024424,1,0,1.1157251813838358,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2238,622,France,Female,30,2,158584.82,3,1,0,142342.55,1,0,0,0,0,1,-0.5618212845854725,16.221886084381797,0,0,1.2042320895401042,0,1,Multivariate only,2.52705661927622,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2275,580,France,Female,65,9,106804.26,3,1,0,107890.69,1,1,1,0,0,1,-0.5963747785208063,24.016795800942234,1,0,1.2072489852671393,1,1,Both families,2.52705661927622,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2286,630,Germany,Male,50,3,129370.91,4,1,1,47775.34,1,0,0,0,0,1,-0.5881497305436556,34.37086876479425,1,0,1.0645134839169013,0,1,Multivariate only,4.246376675934418,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2422,653,Germany,Female,25,2,158266.42,3,1,1,199357.24,0,0,0,0,0,1,-0.5961927601574142,19.221433407381312,0,1,1.434418578872227,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2432,540,France,Male,22,4,0.0,3,1,1,186233.26,1,0,0,0,0,1,-0.5798579084162436,13.504255839504792,0,1,2.0436663826335426,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2434,759,Spain,Female,74,6,128917.84,1,1,1,48244.64,0,1,1,1,1,0,-0.5594331595259481,18.462427569453155,0,0,1.0586866314553522,1,0,Univariate only,3.344832325338401,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
2459,513,Spain,Male,88,10,0.0,2,1,1,52952.24,0,1,1,1,1,1,-0.6223438088708849,38.933056944104685,1,1,1.5971396318947544,1,1,Both families,4.679782595156625,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2463,672,France,Female,53,9,169406.33,4,1,1,147311.47,1,0,0,0,0,1,-0.6270740364886559,41.01888089613953,1,0,1.065271446200709,0,1,Multivariate only,4.246376675934418,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2474,351,Germany,Female,57,4,163146.46,1,1,0,169621.69,1,1,1,1,1,1,-0.5708861171942993,16.88990153894262,0,1,1.455222139338792,1,1,Both families,3.0991573125827827,1,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2496,466,Germany,Female,56,2,111920.13,3,1,0,197634.11,1,0,0,0,0,1,-0.6172880929915787,23.762798453684944,1,1,1.312437750394421,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2500,614,France,Female,37,8,75150.34,4,0,1,131766.67,1,0,0,0,0,1,-0.5860059473686235,26.828398588942054,1,0,1.0319131462338111,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2510,655,France,Female,50,10,0.0,4,1,0,179267.94,1,0,0,0,0,1,-0.6306653080843038,30.065025262461813,1,1,1.2980378239289942,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2520,612,Spain,Female,62,0,167026.61,2,1,1,192892.05,0,0,0,0,0,1,-0.5900629963274486,17.801438030825377,0,0,1.1753925941864487,0,1,Multivariate only,2.200589236922781,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2542,611,France,Female,61,3,131583.59,4,0,1,66238.23,1,0,0,0,0,1,-0.6085636833513649,40.19861740729528,1,0,1.0895911436620995,0,1,Multivariate only,4.246376675934418,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2547,660,France,Male,50,1,0.0,3,1,1,191849.15,1,0,0,0,0,1,-0.5802277731689288,15.061899850387107,0,1,1.3109401031334134,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2554,727,Spain,Male,71,8,0.0,1,1,1,198446.91,1,1,1,1,1,1,-0.5929955386872247,21.198060816255747,0,1,1.3349417980944132,1,1,Both families,3.058771553234496,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2580,365,Germany,Male,30,0,127760.07,1,1,0,81537.85,1,1,1,0,0,1,-0.5648424838117468,13.439195266327554,0,1,1.4512966250132515,1,1,Both families,2.9543024526288852,1,0,2,C: Risk Signal — ARM Profile Overlap,An anomaly flag overlaps a Phase 3 churn-associated engagement profile.,"Validate out of time, then test re-engagement / relationship-depth actions."
2601,680,France,Female,24,10,0.0,3,1,0,154971.63,1,0,0,0,0,1,-0.5797186247067196,12.862206322624099,0,1,2.092761024516197,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2615,546,Germany,Female,58,3,106458.31,4,1,0,128881.87,1,0,0,0,0,1,-0.620070989267116,37.01123925561672,1,0,1.0948272256100315,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2618,692,Germany,Male,45,6,152296.83,4,0,1,108040.86,1,0,0,0,0,1,-0.5934955723089266,33.78592393624849,1,0,0.9930273167484593,0,1,Multivariate only,4.246376675934418,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2671,598,France,Female,64,9,0.0,1,0,1,13181.37,1,1,1,0,0,1,-0.5680747380746702,15.545223783850378,0,0,1.1440032208414457,1,1,Both families,2.391296418325384,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2696,597,Germany,Female,39,8,162532.14,3,1,0,36051.46,1,0,0,0,0,1,-0.5727618804136888,17.504250423269827,0,0,1.135459687835914,0,1,Multivariate only,2.52705661927622,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2718,775,Germany,Male,70,6,119684.88,2,1,1,74532.02,0,1,1,0,0,0,-0.5509570695137503,17.48607493685178,0,0,1.1607503473749188,1,0,Univariate only,2.9634179625331942,0,1,2,C: Risk Signal — DBSCAN Density Outlier,Phase 2 places the record outside dense customer neighbourhoods.,Review the unusual feature combination and monitor engagement.
2721,726,Spain,Female,56,8,123110.9,3,0,1,130113.78,1,0,0,0,0,1,-0.5696276414456244,18.800673257608196,0,0,1.0343162672292252,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2751,481,France,Female,57,9,0.0,3,1,1,169719.35,1,0,0,0,0,1,-0.6061329249668763,20.053170396722766,0,1,1.4270179651183557,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2773,597,Germany,Female,72,6,124978.19,2,1,1,7144.46,0,1,1,1,1,1,-0.5786075241281373,20.21372362057502,0,0,1.1577712096354045,1,1,Both families,3.1541251439357976,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2779,604,Spain,Female,71,10,0.0,2,1,1,129984.2,0,1,1,1,1,1,-0.5872686185080843,19.364570870685487,0,0,1.1467440937813664,1,1,Both families,3.058771553234496,0,0,3,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
2788,805,France,Male,46,6,118022.06,3,1,0,162643.15,1,0,0,0,0,1,-0.5669142849969839,16.268708801747717,0,0,1.0331762786607168,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2856,710,Spain,Female,75,5,0.0,2,1,1,9376.89,0,1,1,1,1,1,-0.5834652331004317,22.100785402548723,0,0,1.1437480533507007,1,1,Both families,3.440185916039703,0,0,3,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
2868,559,Spain,Female,27,1,0.0,1,0,1,1050.33,0,0,0,0,0,1,-0.568967674180934,10.748623631429268,0,1,1.229269747140141,0,1,Multivariate only,1.7222050689408248,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2873,439,Spain,Male,52,3,96196.24,4,1,0,198874.52,1,0,0,0,0,1,-0.6549172047025763,39.257176379640704,1,1,1.3226516360167333,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2901,626,Spain,Female,26,8,148610.41,3,0,1,104502.02,1,0,0,0,0,1,-0.5639277459196969,15.538049861670707,0,1,1.2454296700654566,0,1,Multivariate only,2.52705661927622,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2902,498,France,Male,73,2,170241.7,2,1,1,165407.96,0,1,1,1,1,1,-0.6117320069172945,25.377101792411292,1,1,1.3184157055503936,1,1,Both families,3.2494787346370995,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2909,494,France,Male,69,9,93320.8,1,1,1,24489.44,0,1,1,0,0,1,-0.5958128089941264,17.90057173220637,0,0,1.1613661250947653,1,1,Both families,2.868064371831893,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2926,717,France,Female,76,9,138489.66,1,1,1,68400.14,0,1,1,1,1,1,-0.564617853399245,21.001573705436762,0,0,1.06450706103285,1,1,Both families,3.5355395067410043,0,0,3,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
2963,550,France,Male,38,9,140278.99,3,1,1,171457.06,1,0,0,0,0,1,-0.5671315362415097,17.288191628811706,0,0,1.0148169429265523,0,1,Multivariate only,2.52705661927622,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
2978,505,Spain,Female,45,9,131355.3,3,1,0,195395.33,1,0,0,0,0,1,-0.5889115688986268,20.106700989561684,0,0,1.0817121200499284,0,1,Multivariate only,2.52705661927622,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
3033,495,Spain,Female,45,3,89158.94,3,1,0,135169.76,1,0,0,0,0,1,-0.563989777693718,14.390138333051016,0,0,1.0176375159006388,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
3034,787,France,Female,85,10,0.0,2,1,1,116537.96,0,1,1,1,1,1,-0.6120922593716079,35.176915400091545,1,1,1.4084139875205386,1,1,Both families,4.3937218230527195,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
3111,546,Germany,Female,74,8,114888.74,2,1,1,66732.63,1,1,1,1,1,1,-0.5738537234783839,21.27178657834186,0,0,1.1510515913012624,1,1,Both families,3.344832325338401,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
3143,697,France,Female,76,7,0.0,2,0,1,188772.45,0,1,1,1,1,1,-0.5685541162159387,23.66679691884032,1,0,1.1226757174104447,1,1,Both families,3.5355395067410043,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
3153,644,France,Female,40,9,137285.26,4,1,0,77063.63,1,0,0,0,0,1,-0.594426259436386,32.88898162053227,1,0,1.0470954582999268,0,1,Multivariate only,4.246376675934418,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
3172,815,France,Female,56,3,0.0,3,1,1,94248.16,1,0,0,0,0,1,-0.5885354948805871,16.537923491648453,0,1,1.3060722364409896,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
3243,411,France,Female,36,10,0.0,1,0,0,120694.35,0,0,0,0,0,1,-0.5744227044486551,12.463175903796937,0,0,1.1928582694383931,0,1,Multivariate only,2.4783507699232223,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
3252,850,Germany,Male,43,0,108508.82,3,1,0,184044.8,1,0,0,0,0,1,-0.6205947506066765,20.343481248563045,0,1,1.5157479148988124,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
3296,754,Spain,Female,19,9,0.0,1,1,0,189641.11,0,0,0,0,0,1,-0.56452803033839,13.433706770210227,0,1,1.4632384881783325,0,1,Multivariate only,1.8996151632331917,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
3309,813,France,Female,62,10,64667.95,2,0,1,140454.14,0,0,0,0,0,1,-0.5791554807366078,14.849219751464389,0,1,1.2388953774588836,0,1,Multivariate only,2.200589236922781,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
3312,513,Spain,Male,72,3,98903.06,1,1,1,81251.24,0,1,1,1,1,1,-0.5633685106280472,16.647550012443382,0,0,1.1558302741729214,1,1,Both families,3.1541251439357976,0,0,3,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
3318,779,France,Male,71,3,0.0,2,1,1,146895.36,1,1,1,1,1,1,-0.5658348586782527,18.99489570214933,0,0,1.0709335265299822,1,1,Both families,3.058771553234496,0,0,3,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
3366,671,Spain,Female,34,5,130929.02,4,1,1,28238.25,1,0,0,0,0,1,-0.5815793997935637,31.325663208076737,1,0,1.099755186230802,0,1,Multivariate only,4.246376675934418,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
3367,640,Germany,Female,74,2,116800.25,1,1,1,34130.43,0,1,1,1,1,0,-0.5569239155651998,18.179967901521184,0,0,1.0845828698350755,1,0,Univariate only,3.344832325338401,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
3379,529,Germany,Male,72,5,94216.05,1,1,1,78695.68,0,1,1,1,1,0,-0.5529058621304214,15.8606647803933,0,0,1.1670940100432259,1,0,Univariate only,3.1541251439357976,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
3383,655,Germany,Female,72,5,138089.97,2,1,1,99920.41,0,1,1,1,1,0,-0.5495210616771163,17.99865730220821,0,0,1.0399503418209373,1,0,Univariate only,3.1541251439357976,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
3388,537,Germany,Male,84,8,92242.34,1,1,1,186235.98,0,1,1,1,1,1,-0.5854227528890374,30.57797296917471,1,1,1.4102532879707301,1,1,Both families,4.298368232351418,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
3397,581,France,Male,71,4,0.0,2,1,1,197562.08,0,1,1,1,1,1,-0.5718273487598494,19.516650251654834,0,0,1.0693041739597073,1,1,Both families,3.058771553234496,0,0,3,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
3491,453,France,Male,29,6,0.0,1,0,0,198376.02,1,0,0,0,0,1,-0.5629652830845355,11.654336541202408,0,0,1.1870323495772275,0,1,Multivariate only,2.04378619006153,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
3498,456,France,Female,63,1,165350.61,2,0,0,140758.07,1,1,1,0,0,1,-0.6012952532016019,19.01233346354699,0,1,1.2667447700887517,1,1,Both families,2.2959428276240823,1,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
3500,617,France,Male,74,10,0.0,2,1,1,53949.98,0,1,1,1,1,1,-0.5885605183814925,22.105219119898514,0,1,1.2665187431345255,1,1,Both families,3.344832325338401,0,0,3,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
3528,849,France,Male,69,7,71996.09,1,1,1,139065.94,0,1,1,0,0,1,-0.5962479700120359,17.574692768149003,0,1,1.2282059465386441,1,1,Both families,2.868064371831893,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
3531,453,Spain,Female,42,5,0.0,3,1,0,83008.49,1,0,0,0,0,1,-0.5622121483214386,12.711558310539353,0,1,1.5436915485889546,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
3532,408,France,Female,84,8,87873.39,1,0,0,188484.52,1,1,1,1,1,1,-0.6182534430547016,35.3204660590608,1,1,1.7498021467406044,1,1,Both families,4.298368232351418,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
3542,838,Spain,Female,67,4,103267.8,1,1,1,78310.04,0,1,1,0,0,1,-0.5658744372576937,14.64433115362449,0,0,1.1169977779864488,1,1,Both families,2.6773571904292894,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
3550,675,France,Female,61,5,62055.17,3,1,0,166305.16,1,0,0,0,0,1,-0.5713581404270233,18.28149496683781,0,0,1.0603219301583326,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
3576,640,France,Female,66,9,116037.76,1,0,1,184636.05,0,1,1,0,0,0,-0.5456389030293853,14.148131518315289,0,0,1.1502122427687342,1,0,Univariate only,2.5820035997279875,0,1,2,C: Risk Signal — DBSCAN Density Outlier,Phase 2 places the record outside dense customer neighbourhoods.,Review the unusual feature combination and monitor engagement.
3603,667,Spain,Male,77,2,0.0,1,1,1,34702.92,0,1,1,1,1,1,-0.5801498617241992,23.613060225212926,1,1,1.237150105776124,1,1,Both families,3.630893097442306,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
3612,746,France,Female,21,8,166883.07,2,0,1,194563.65,0,0,0,0,0,1,-0.5650257448208633,11.892966474837948,0,1,1.3680437449420304,0,1,Multivariate only,1.7089079818305883,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
3616,415,France,Male,46,9,134950.19,3,0,0,178587.36,1,0,0,0,0,1,-0.6018632927865061,23.459748006465922,1,1,1.3282001444456006,0,1,Multivariate only,2.52705661927622,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
3647,770,France,Female,70,9,110738.89,1,1,0,22666.77,1,1,1,0,0,1,-0.5798849047352672,18.00452866131815,0,0,1.0688049819795657,1,1,Both families,2.9634179625331942,0,0,2,C: Risk Signal — ARM Profile Overlap,An anomaly flag overlaps a Phase 3 churn-associated engagement profile.,"Validate out of time, then test re-engagement / relationship-depth actions."
3652,732,France,Male,79,10,61811.23,1,1,1,104222.8,0,1,1,1,1,1,-0.5931371536067509,24.863573060989637,1,0,1.1981795476970318,1,1,Both families,3.8216002788449095,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
3692,590,France,Female,76,5,160979.68,1,0,1,13848.58,0,1,1,1,1,1,-0.5838564170414955,21.220930345840145,0,1,1.2170411015864304,1,1,Both families,3.5355395067410043,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
