CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,IQR_outlier_count,IQR_flag,ZScore_outlier_count,ZScore_flag,IF_flag,IF_anomaly_score,MAHA_dist2,MAHA_flag,LOF_flag,LOF_score,UNI_flag,MV_flag,UniMV_Segment,Max_Abs_Z,HighBal_Churn_flag,DBSCAN_flag,Composite_Anomaly_Score,Anomaly_Class
663,France,Female,42,5,124626.07,1,1,1,78004.5,0,0,0,0,0,0,-0.42364102062160686,1.3934622487019208,0,0,0.9803901505431446,0,0,Neither,0.9115834940401767,0,0,0,Normal — Not Flagged
563,France,Female,34,6,139810.34,1,1,1,152417.79,0,0,0,0,0,0,-0.4580724527822873,3.4709206470376484,0,0,1.0120951728430978,0,0,Neither,1.01490786302121,0,0,0,Normal — Not Flagged
637,Spain,Female,34,9,0.0,2,0,0,26057.08,0,0,0,0,0,0,-0.46446264660415465,5.43639803651792,0,0,0.9784357559213765,0,0,Neither,1.378685672134612,0,0,0,Normal — Not Flagged
544,France,Male,37,3,84496.71,1,0,0,79972.09,0,0,0,0,0,0,-0.45118618077674155,2.7652927868011776,0,0,1.0146126820345018,0,0,Neither,1.1022296003611969,0,0,0,Normal — Not Flagged
649,Germany,Male,70,9,116854.71,2,0,1,107125.79,0,1,1,0,0,0,-0.5456341199979963,18.388439375488797,0,0,1.0952267873238266,1,0,Univariate only,2.9634179625331942,0,1,2,B: Rare Valid — Statistically Unusual Pattern
638,France,Female,48,10,138333.03,1,1,1,47679.14,0,0,0,0,0,0,-0.4944494195031087,6.43979192973789,0,0,1.0538045367253412,0,0,Neither,1.7244635794717436,0,0,0,Normal — Not Flagged
723,France,Male,25,3,0.0,2,1,1,134509.47,0,0,0,0,0,0,-0.4573487774221626,5.002485197549551,0,0,1.0947850652597237,0,0,Neither,1.3274936190253817,0,0,0,Normal — Not Flagged
635,Germany,Male,43,5,78992.75,2,0,0,153265.31,0,0,0,0,0,0,-0.4428305559506401,2.532185593461429,0,0,0.9977013452516598,0,0,Neither,0.9246613351149074,0,0,0,Normal — Not Flagged
750,Spain,Female,38,7,97257.41,2,0,1,179883.04,0,0,0,0,0,0,-0.467046514435631,4.934008236747018,0,0,0.9923583427318661,0,0,Neither,1.3875170625158926,0,0,0,Normal — Not Flagged
730,France,Male,34,5,122453.37,2,1,0,138882.98,0,0,0,0,0,0,-0.44510900308386747,3.5399453207559697,0,0,0.977264792512571,0,0,Neither,0.8222706818834405,0,0,0,Normal — Not Flagged
750,Spain,Female,36,8,112940.07,1,0,1,9855.81,0,0,0,0,0,0,-0.49072828129856344,5.738070927678749,0,0,0.9930406683599472,0,0,Neither,1.5690865704619978,0,0,0,Normal — Not Flagged
586,France,Female,43,8,132558.26,1,1,0,67046.83,1,0,0,0,0,0,-0.4416507800995307,3.374794807207097,0,0,1.0062338259308372,0,0,Neither,1.03290776479748,1,0,0,Normal — Not Flagged
520,France,Female,38,4,0.0,2,1,0,56388.63,0,0,0,0,0,0,-0.4591202060978821,4.358645824449547,0,0,1.0201839751848572,0,0,Neither,1.350552217425021,0,0,0,Normal — Not Flagged
652,France,Female,48,8,133297.24,1,1,0,77764.37,0,0,0,0,0,0,-0.445566339674564,3.652683132557563,0,0,1.0046173487220709,0,0,Neither,1.03290776479748,0,0,0,Normal — Not Flagged
550,France,Female,46,7,0.0,2,1,0,130590.35,0,0,0,0,0,0,-0.4787959486621813,4.737834153165651,0,0,1.1104286551866536,0,0,Neither,1.2258476714090278,0,0,0,Normal — Not Flagged
594,France,Male,27,0,197041.8,1,0,0,151912.49,0,0,0,0,0,0,-0.5583088279459646,9.702607381798408,0,1,1.3198691211325282,0,1,Multivariate only,1.9321627008144862,0,0,0,Normal — Not Flagged
749,Germany,Female,44,0,71497.79,2,0,0,151083.8,0,0,0,0,0,0,-0.5202991198133792,6.608649995246899,0,0,1.127675775766165,0,0,Neither,1.7333154938995745,0,0,0,Normal — Not Flagged
668,France,Male,32,7,0.0,2,1,1,777.37,0,0,0,0,0,0,-0.48921879645905886,5.560329842341427,0,0,0.9822763138673765,0,0,Neither,1.7269515705903409,0,0,0,Normal — Not Flagged
614,Germany,Female,35,6,128100.28,1,0,0,69454.24,1,0,0,0,0,0,-0.4329545811089737,1.8851800311143931,0,0,0.9944362604053465,0,0,Neither,0.9115834940401767,1,0,0,Normal — Not Flagged
773,France,Male,25,1,124532.78,2,0,1,11723.57,0,0,0,0,0,0,-0.5387722924166862,10.19734651825011,0,0,1.0991001188994993,0,0,Neither,1.5366080903883603,0,0,0,Normal — Not Flagged
551,Germany,Male,31,9,82293.82,2,1,1,91565.25,0,0,0,0,0,0,-0.48290102342506774,4.680066850335051,0,0,1.0306480161697118,0,0,Neither,1.378685672134612,0,0,0,Normal — Not Flagged
566,France,Male,36,1,142120.91,1,1,0,79616.37,0,0,0,0,0,0,-0.46482156544431935,4.336151148946972,0,0,0.999779022014938,0,0,Neither,1.3875375865624426,0,0,0,Normal — Not Flagged
569,Spain,Male,34,0,151839.26,1,1,0,102299.81,1,0,0,0,0,0,-0.504299675076716,5.722118684013251,0,0,1.0491227324880426,0,0,Neither,1.7333154938995745,1,0,0,Normal — Not Flagged
659,Spain,Male,31,7,149620.88,2,1,1,104533.51,0,0,0,0,0,0,-0.4602695416090391,4.649338993978865,0,0,0.999383402891889,0,0,Neither,1.1721424552605912,0,0,0,Normal — Not Flagged
722,France,Female,49,3,168197.66,1,1,0,140765.57,1,0,0,0,0,0,-0.4896247510227465,5.252973149591529,0,0,1.109749770759903,0,0,Neither,1.469874529990493,1,0,0,Normal — Not Flagged
655,France,Male,37,5,93147.0,2,1,0,66214.13,0,0,0,0,0,0,-0.432877376981432,1.7775120693748925,0,0,0.9958536005166982,0,0,Neither,0.8077365626180215,0,0,0,Normal — Not Flagged
615,France,Female,35,2,97440.02,2,1,1,139816.1,0,0,0,0,0,0,-0.45632620465092194,3.297811079234312,0,0,0.9707070804715949,0,0,Neither,1.0417596792253108,0,0,0,Normal — Not Flagged
752,Germany,Female,42,3,65046.08,2,0,1,140139.28,0,0,0,0,0,0,-0.4718391223389087,3.4260209224407,0,0,1.069703890849277,0,0,Neither,1.0498997475252794,0,0,0,Normal — Not Flagged
661,Spain,Female,28,7,95357.49,1,0,0,102297.15,0,0,0,0,0,0,-0.44617844830747044,2.83195244696191,0,0,1.013490772918979,0,0,Neither,1.0414328469214764,0,0,0,Normal — Not Flagged
838,Spain,Male,43,9,123105.88,2,1,0,145765.83,0,0,0,0,0,0,-0.5251681508755238,9.187085623137023,0,0,1.0367364129459504,0,0,Neither,1.9397224586706492,0,0,0,Normal — Not Flagged
610,Spain,Male,29,9,0.0,3,0,1,83912.24,0,0,0,0,0,0,-0.536074728226121,10.832119851462608,0,1,1.2584407789870633,0,1,Multivariate only,2.52705661927622,0,1,1,B: Rare Valid — Statistically Unusual Pattern
811,Spain,Male,44,3,0.0,2,0,1,78439.73,0,0,0,0,0,0,-0.48882253041421714,5.935971634953651,0,0,1.141358608108812,0,0,Neither,1.660359514473847,0,0,0,Normal — Not Flagged
587,Spain,Male,62,7,121286.27,1,0,1,6776.92,0,0,0,0,0,0,-0.5375311641390303,11.492104311257528,0,0,1.0644297158802392,0,0,Neither,2.200589236922781,0,0,0,Normal — Not Flagged
811,Germany,Female,28,4,167738.82,2,1,1,9903.42,0,0,0,0,0,1,-0.5668341822679921,11.242880299946755,0,0,1.1806940450111638,0,1,Multivariate only,1.660359514473847,0,0,1,B: Rare Valid — Statistically Unusual Pattern
759,France,Female,38,1,104091.29,1,0,0,91561.91,0,0,0,0,0,0,-0.46760818901883094,4.137654029740957,0,0,0.9882579547775979,0,0,Neither,1.3875375865624426,0,0,0,Normal — Not Flagged
648,Germany,Female,42,8,121980.56,2,1,0,4027.02,0,0,0,0,0,0,-0.5019546230289372,6.679809886582722,0,0,1.0073870806918501,0,0,Neither,1.6704434042460052,0,0,0,Normal — Not Flagged
788,France,Female,43,10,0.0,2,1,1,116111.51,0,0,0,0,0,0,-0.5168457745519965,7.377887602394438,0,0,1.1472531008077271,0,0,Neither,1.7244635794717436,0,0,0,Normal — Not Flagged
725,Germany,Male,39,1,50880.98,2,1,1,184023.54,0,0,0,0,0,0,-0.49759305342324195,5.747166713070673,0,1,1.2382707869808178,0,1,Multivariate only,1.4595162201940184,0,0,0,Normal — Not Flagged
646,France,Female,42,3,175159.9,2,0,0,67124.48,1,0,0,0,0,0,-0.49188657079143117,6.565859067573096,0,0,1.0466770108882062,0,0,Neither,1.5814591081556812,1,0,0,Normal — Not Flagged
601,Germany,Female,26,7,105514.69,2,1,0,50070.59,0,0,0,0,0,0,-0.4711756072366884,4.845151571456739,0,0,1.0199284610570505,0,0,Neither,1.23214002832408,0,0,0,Normal — Not Flagged
521,Germany,Male,52,5,116497.31,3,0,0,53793.1,1,0,0,0,0,0,-0.5527824291972332,18.161477448749142,0,0,1.0014686404679345,0,0,Neither,2.52705661927622,0,1,1,C: Risk Signal — Density Outlier + Churned
561,Spain,Female,33,6,0.0,2,1,0,45261.47,0,0,0,0,0,0,-0.45513451081166173,3.8624919891180576,0,0,0.9742026049374438,0,0,Neither,1.2258476714090278,0,0,0,Normal — Not Flagged
564,France,Male,42,7,99824.45,1,1,1,36721.4,0,0,0,0,0,0,-0.4594324179334789,3.509259460958996,0,0,1.001395568896563,0,0,Neither,1.1019208053307628,0,0,0,Normal — Not Flagged
444,France,Male,45,6,0.0,1,1,0,130009.85,1,0,0,0,0,0,-0.526794384943624,9.206068862373227,0,0,1.1284636675057975,0,0,Neither,2.1369071714604644,0,0,0,Normal — Not Flagged
650,Spain,Male,71,0,0.0,1,1,1,175380.77,0,1,1,1,1,1,-0.6095935466445284,22.18315244559686,0,1,1.2360882052946929,1,1,Both families,3.058771553234496,0,1,4,B: Rare Valid — Statistically Unusual Pattern
724,France,Male,40,10,0.0,1,1,0,127847.25,1,0,0,0,0,0,-0.512495334362445,7.662448322888031,0,0,1.0426298618528942,0,0,Neither,1.7244635794717436,0,0,0,Normal — Not Flagged
719,Spain,Male,35,3,122964.88,1,1,1,138231.7,0,0,0,0,0,0,-0.43413664971392324,2.674164870550593,0,0,0.9914376132587917,0,0,Neither,0.9115834940401767,0,0,0,Normal — Not Flagged
548,France,Female,29,4,0.0,2,0,1,48673.18,0,0,0,0,0,0,-0.46660852833369243,4.671503308860568,0,0,1.0285275788552815,0,0,Neither,1.2258476714090278,0,0,0,Normal — Not Flagged
635,Spain,Male,24,4,0.0,2,1,1,70668.77,0,0,0,0,0,0,-0.45767744561882046,4.324155377902873,0,0,1.1099349580980726,0,0,Neither,1.4228472097266833,0,0,0,Normal — Not Flagged
496,Spain,Female,43,3,0.0,2,0,1,199505.53,0,0,0,0,0,0,-0.5233417549995929,8.499729046896036,0,0,1.0989186554680868,0,0,Neither,1.7287325561875375,0,0,0,Normal — Not Flagged
676,France,Female,37,5,89634.69,1,1,1,169583.18,1,0,0,0,0,0,-0.43952267399983064,2.506821095862297,0,0,0.9789541130882677,0,0,Neither,1.2084127890700234,0,0,0,Normal — Not Flagged
541,Germany,Male,40,7,95710.11,2,1,0,49063.42,0,0,0,0,0,0,-0.4651513404605958,4.2583788650423795,0,0,1.0175700820448725,0,0,Neither,1.1332699274941749,0,0,0,Normal — Not Flagged
778,Germany,Male,41,7,139706.31,1,1,0,63337.19,0,0,0,0,0,0,-0.4668143395254426,4.181488179247972,0,0,0.9971252669039468,0,0,Neither,1.3189159160110888,0,0,0,Normal — Not Flagged
850,Germany,Female,45,5,103909.86,1,1,0,60083.11,1,0,0,0,0,0,-0.5046275590551611,6.296266662066169,0,0,1.0622797725757445,0,0,Neither,2.063883767202561,0,0,0,Normal — Not Flagged
633,France,Male,31,1,0.0,1,1,0,48606.71,0,0,0,0,0,0,-0.4941741396331714,7.306502228918241,0,0,1.002116990559315,0,0,Neither,1.3875375865624426,0,0,0,Normal — Not Flagged
625,France,Male,49,6,173434.9,1,1,0,165580.93,1,0,0,0,0,0,-0.49643120033679494,5.481319484154705,0,0,1.133995158912487,0,0,Neither,1.5538123454277446,1,0,0,Normal — Not Flagged
485,Spain,Male,32,6,102238.01,2,1,1,194010.12,0,0,0,0,0,0,-0.5109389974976117,7.789908862887114,0,0,1.04240441659528,0,0,Neither,1.7126893673097645,0,0,0,Normal — Not Flagged
547,France,Female,48,1,179380.74,2,0,1,69263.1,0,0,0,0,0,0,-0.5447386172272528,10.701829846170199,0,1,1.2202749104171378,0,1,Multivariate only,1.6491069701803678,0,0,0,Normal — Not Flagged
642,France,Male,32,3,0.0,2,1,1,88698.83,0,0,0,0,0,0,-0.438050438351988,2.6499722763684748,0,0,1.0045550317746075,0,0,Neither,1.2258476714090278,0,0,0,Normal — Not Flagged
718,France,Female,25,4,108691.95,1,1,0,63030.97,0,0,0,0,0,0,-0.4560615466826384,4.362850844016569,0,0,1.0246924121869676,0,0,Neither,1.3274936190253817,0,0,0,Normal — Not Flagged
582,France,Female,32,4,0.0,2,1,0,59668.81,0,0,0,0,0,0,-0.4482823293344158,3.229443311921082,0,0,0.9833785886306998,0,0,Neither,1.2258476714090278,0,0,0,Normal — Not Flagged
628,France,Male,33,6,0.0,2,0,0,184230.23,0,0,0,0,0,0,-0.45693928160866165,4.282635979011181,0,0,0.9958153234753265,0,0,Neither,1.4631103527626677,0,0,0,Normal — Not Flagged
737,Germany,Male,35,0,133377.8,1,0,1,64050.19,0,0,0,0,0,0,-0.4995655372441296,5.608717257316154,0,0,1.033427524113376,0,0,Neither,1.7333154938995745,0,0,0,Normal — Not Flagged
828,Spain,Male,34,9,0.0,2,1,1,81853.98,0,0,0,0,0,0,-0.5024573791419013,7.2388862352984455,0,0,1.105368794271263,0,0,Neither,1.8362547015607225,0,0,0,Normal — Not Flagged
609,Spain,Male,53,10,0.0,1,1,1,154642.91,0,0,0,0,0,0,-0.5463111431209657,10.576378317155683,0,0,1.0651973415250944,0,0,Neither,1.7244635794717436,0,0,0,Normal — Not Flagged
730,France,Male,39,1,116537.6,1,0,0,145679.6,0,0,0,0,0,0,-0.4601888261225468,4.250618857052094,0,0,0.9816954568443073,0,0,Neither,1.3875375865624426,0,0,0,Normal — Not Flagged
631,France,Female,22,3,0.0,2,0,0,30781.77,0,0,0,0,0,0,-0.49012304955893915,6.649731584737875,0,0,1.105503664424866,0,0,Neither,1.6135543911292867,0,0,0,Normal — Not Flagged
830,Spain,Male,40,4,0.0,2,0,1,81622.52,0,0,0,0,0,0,-0.48427344368307074,5.678336691308871,0,0,1.0793306702209509,0,0,Neither,1.856948252982708,0,0,0,Normal — Not Flagged
645,France,Male,29,1,130131.08,2,0,1,196474.35,0,0,0,0,0,0,-0.5088150757042749,8.222822852357222,0,0,1.0400861272296618,0,0,Neither,1.676023364840893,0,0,0,Normal — Not Flagged
663,France,Male,46,3,0.0,2,0,1,176276.1,0,0,0,0,0,0,-0.46267777567038615,5.265717177216851,0,0,1.018949180559682,0,0,Neither,1.3247959800873117,0,0,0,Normal — Not Flagged
678,Spain,Male,30,0,0.0,1,1,0,35113.08,0,0,0,0,0,0,-0.5373987948863955,9.159989432130924,0,0,1.0638732701914089,0,0,Neither,1.7333154938995745,0,0,0,Normal — Not Flagged
521,France,Male,30,2,107316.09,1,1,0,64299.82,0,0,0,0,0,0,-0.4783366795291649,5.1614751013831235,0,0,1.0015088920493427,0,0,Neither,1.3402054417140283,0,0,0,Normal — Not Flagged
625,France,Female,24,1,0.0,2,1,1,180969.55,0,0,0,0,0,0,-0.4943637109128714,8.001698442487331,0,0,1.1129727890594658,0,0,Neither,1.4228472097266833,0,0,0,Normal — Not Flagged
523,France,Male,30,1,83181.29,1,1,1,138176.78,0,0,0,0,0,0,-0.49957827920752995,6.074259709548085,0,0,1.1014325943696848,0,0,Neither,1.3875375865624426,0,0,0,Normal — Not Flagged
714,France,Female,72,3,0.0,1,1,1,86733.61,0,1,1,1,1,1,-0.5641378695741118,19.10773112206658,0,0,1.175480774406099,1,1,Both families,3.1541251439357976,0,1,4,B: Rare Valid — Statistically Unusual Pattern
580,Spain,Male,67,3,153946.14,1,1,1,7418.92,0,1,1,0,0,1,-0.5645147579425587,15.464045499172613,0,0,1.1022360449215611,1,1,Both families,2.6773571904292894,0,0,2,B: Rare Valid — Statistically Unusual Pattern
722,France,Male,30,5,0.0,2,1,0,166376.54,0,0,0,0,0,0,-0.45015988890257197,4.242933003920658,0,0,1.002466848856995,0,0,Neither,1.2258476714090278,0,0,0,Normal — Not Flagged
630,Spain,Female,39,7,135483.17,1,1,0,140881.2,1,0,0,0,0,0,-0.4382518363450098,2.3497406346787666,0,0,0.9885673025205015,0,0,Neither,0.9455558385148649,1,0,0,Normal — Not Flagged
579,France,Male,35,1,0.0,2,1,0,4460.2,0,0,0,0,0,0,-0.5140880865181393,7.112318154892154,0,0,0.9893126262461278,0,0,Neither,1.662910836893509,0,0,0,Normal — Not Flagged
670,France,Female,38,4,119624.54,2,1,1,110472.12,0,0,0,0,0,0,-0.4375239330609506,2.4614841442282014,0,0,0.995016960337462,0,0,Neither,0.8077365626180215,0,0,0,Normal — Not Flagged
588,Spain,Male,34,6,121132.26,2,1,0,86460.28,0,0,0,0,0,0,-0.44364819119890125,3.0799849206165444,0,0,1.0049070484292753,0,0,Neither,0.8077365626180215,0,0,0,Normal — Not Flagged
807,Spain,Female,42,1,0.0,1,1,0,16500.66,1,0,0,0,0,0,-0.5432415789226027,10.702654438401623,0,0,1.1561266945688904,0,0,Neither,1.6189724116298765,0,0,0,Normal — Not Flagged
726,France,Female,48,4,0.0,1,1,0,114020.06,1,0,0,0,0,0,-0.48561221323478065,5.81733424849321,0,0,1.0067780162316937,0,0,Neither,1.2258476714090278,0,0,0,Normal — Not Flagged
812,Germany,Male,25,5,54817.55,1,1,0,131660.31,0,0,0,0,0,0,-0.5196007871666848,7.002521171810002,0,1,1.3199639070550442,0,1,Multivariate only,1.6707062901848397,0,0,0,Normal — Not Flagged
631,Germany,Male,40,3,107949.45,1,1,0,52449.62,1,0,0,0,0,0,-0.4365943888085717,2.09828573351062,0,0,0.9915948881039194,0,0,Neither,0.9115834940401767,0,0,0,Normal — Not Flagged
682,France,Male,30,4,0.0,1,0,1,161465.31,0,0,0,0,0,0,-0.4743379078948569,6.194920365892116,0,0,0.9910941107235912,0,0,Neither,1.2258476714090278,0,0,0,Normal — Not Flagged
625,Spain,Female,49,2,80816.45,1,1,1,20018.79,0,0,0,0,0,0,-0.4830460672391107,5.296456350784116,0,0,1.041179294427442,0,0,Neither,1.392362503441194,0,0,0,Normal — Not Flagged
607,Germany,Male,38,3,98205.77,1,1,0,176318.27,0,0,0,0,0,0,-0.45423300575457254,3.36736034337062,0,0,0.997648578162371,0,0,Neither,1.32552927424968,0,0,0,Normal — Not Flagged
600,Spain,Female,50,6,94684.27,1,1,1,50488.91,0,0,0,0,0,0,-0.45748237244108864,3.621857675266121,0,0,1.0070829580700855,0,0,Neither,1.0563461485071606,0,0,0,Normal — Not Flagged
602,Spain,Female,22,7,141604.76,1,1,0,30379.6,0,0,0,0,0,0,-0.5044009736691342,7.333570354376941,0,0,1.0311138993997937,0,0,Neither,1.6135543911292867,0,0,0,Normal — Not Flagged
545,Spain,Female,74,3,0.0,2,1,1,161326.73,0,1,1,1,1,1,-0.5774495191871675,22.517855117871825,1,0,1.047053363436606,1,1,Both families,3.344832325338401,0,0,3,B: Rare Valid — Statistically Unusual Pattern
675,Spain,Male,33,3,0.0,2,1,0,45348.08,0,0,0,0,0,0,-0.44593435375487195,3.4505868032329485,0,0,0.9771503717519756,0,0,Neither,1.2258476714090278,0,0,0,Normal — Not Flagged
581,France,Female,47,1,122949.14,1,0,0,180251.68,1,0,0,0,0,0,-0.48644854826562234,6.368142965626049,0,0,1.071655146264832,0,0,Neither,1.3939273437588495,0,0,0,Normal — Not Flagged
640,Germany,Male,33,8,81677.22,2,0,0,34925.56,0,0,0,0,0,0,-0.46426478946914435,3.784032528918266,0,0,0.9980566971245489,0,0,Neither,1.1331486684691967,0,0,0,Normal — Not Flagged
850,France,Male,38,7,80293.98,1,0,0,126555.74,0,0,0,0,0,0,-0.5104109663837989,6.084455243454273,0,0,1.067273174874639,0,0,Neither,2.063883767202561,0,0,0,Normal — Not Flagged
490,Spain,Female,48,8,155413.06,1,1,0,187921.3,0,0,0,0,0,0,-0.5263696553584853,9.27307034444809,0,0,1.091969938440078,0,0,Neither,1.6609554887548013,0,0,0,Normal — Not Flagged
710,Spain,Female,38,4,0.0,2,1,1,136390.88,0,0,0,0,0,0,-0.4347216824013629,2.7509138292679833,0,0,0.9982911183834451,0,0,Neither,1.2258476714090278,0,0,0,Normal — Not Flagged
613,Germany,Male,38,9,67111.65,1,1,0,78566.64,1,0,0,0,0,0,-0.4632737941824255,3.3836046121969994,0,0,1.0941711842733206,0,0,Neither,1.378685672134612,0,0,0,Normal — Not Flagged
812,France,Male,34,5,103818.43,1,1,1,166038.27,0,0,0,0,0,0,-0.48335104600086765,5.351804776746809,0,0,1.0008427797193247,0,0,Neither,1.6707062901848397,0,0,0,Normal — Not Flagged
723,France,Female,20,4,0.0,2,1,1,140385.33,0,0,0,0,0,0,-0.48729769234922116,6.551888012074506,0,0,1.1543876229147467,0,0,Neither,1.80426157253189,0,0,0,Normal — Not Flagged
512,France,Male,36,4,152169.12,2,0,0,38629.3,1,0,0,0,0,0,-0.49725437472823614,7.391800757123856,0,0,1.0143031557582571,0,0,Neither,1.4333264231129623,1,0,0,Normal — Not Flagged
731,France,Female,52,10,0.0,1,1,1,24998.75,1,0,0,0,0,0,-0.5485733504930431,11.511711302903008,0,0,1.1286244327792043,0,0,Neither,1.7244635794717436,0,0,0,Normal — Not Flagged
650,Germany,Male,26,4,214346.96,2,1,0,128815.33,0,0,0,0,0,0,-0.5274337215162438,10.571180298137142,0,1,1.2800355087730841,0,1,Multivariate only,2.2095143834167943,0,0,0,Normal — Not Flagged
594,France,Male,57,6,0.0,1,1,0,19376.56,1,0,0,0,0,0,-0.5227724691825685,10.348532697790565,0,0,1.050157343170578,0,0,Neither,1.7238212834162723,0,0,0,Normal — Not Flagged
844,France,Male,40,7,113348.14,1,1,0,31904.31,1,0,0,0,0,0,-0.50196809135041,7.017282979174449,0,0,1.007130773205414,0,0,Neither,2.001803112936605,0,0,0,Normal — Not Flagged
686,Germany,Female,47,5,170935.94,1,1,0,173179.79,1,0,0,0,0,0,-0.48701130514192426,5.142741669081396,0,0,1.0386151477086638,0,0,Neither,1.513761241551452,1,0,0,Normal — Not Flagged
695,Germany,Male,52,8,103023.26,1,1,1,22485.64,0,0,0,0,0,0,-0.48452542561290624,6.328815735891524,0,0,1.020039455129606,0,0,Neither,1.3494664468977127,0,0,0,Normal — Not Flagged
624,Spain,Female,23,6,0.0,2,0,1,196668.51,0,0,0,0,0,0,-0.49897240307565915,7.181769218407385,0,0,1.1172088408591256,0,0,Neither,1.6793996132299247,0,0,0,Normal — Not Flagged
503,Spain,Male,37,6,0.0,2,0,0,136506.86,0,0,0,0,0,0,-0.4686824109507535,4.688182267623362,0,0,0.988976715889954,0,0,Neither,1.5264474045118965,0,0,0,Normal — Not Flagged
535,France,Female,31,7,111855.04,2,1,1,36278.89,0,0,0,0,0,0,-0.4743481216693435,5.71204468355575,0,0,1.0170482695501486,0,0,Neither,1.1953505817601309,0,0,0,Normal — Not Flagged
743,Germany,Female,32,6,140348.56,2,1,1,163254.39,0,0,0,0,0,0,-0.4771101522873976,5.633254702567927,0,0,0.9764454372453777,0,0,Neither,1.0983614549022311,0,0,0,Normal — Not Flagged
702,Spain,Male,39,8,0.0,2,1,0,99654.13,0,0,0,0,0,0,-0.4437297104920811,3.17227080945383,0,0,1.0066356609527043,0,0,Neither,1.2258476714090278,0,0,0,Normal — Not Flagged
658,France,Male,29,3,145512.84,1,1,0,20207.02,0,0,0,0,0,0,-0.47630444472202216,5.203415786685725,0,0,1.0119018086115608,0,0,Neither,1.389089371826714,0,0,0,Normal — Not Flagged
677,Germany,Female,41,8,146720.98,2,1,1,4195.84,0,0,0,0,0,0,-0.5144252816872331,7.848323480569271,0,0,1.0776297257133192,0,0,Neither,1.667507793136424,0,0,0,Normal — Not Flagged
664,France,Male,32,10,107209.73,1,1,1,112340.2,0,0,0,0,0,0,-0.476034602534716,4.55548552967447,0,0,1.0902099636994913,0,0,Neither,1.7244635794717436,0,0,0,Normal — Not Flagged
766,Germany,Female,38,7,130933.74,1,0,1,2035.94,0,0,0,0,0,0,-0.5084829924100388,6.127571340508838,0,0,1.031301994346403,0,0,Neither,1.7050662958942995,0,0,0,Normal — Not Flagged
461,Spain,Female,35,8,0.0,1,1,0,132295.95,0,0,0,0,0,0,-0.5272119058430862,9.138856054294163,0,0,1.0750753019194097,0,0,Neither,1.9610119843735887,0,0,0,Normal — Not Flagged
688,Spain,Male,36,0,89772.3,1,1,0,177383.68,1,0,0,0,0,0,-0.49600315056318195,6.048849047206927,0,0,1.0073530463971563,0,0,Neither,1.7333154938995745,0,0,0,Normal — Not Flagged
678,France,Female,32,5,0.0,2,1,0,90284.47,0,0,0,0,0,0,-0.4327055876379811,2.1818087958086427,0,0,1.006738217902815,0,0,Neither,1.2258476714090278,0,0,0,Normal — Not Flagged
796,France,Male,24,8,0.0,2,1,0,61349.37,0,0,0,0,0,0,-0.5105339205430666,7.604471855685417,0,0,1.0699876139014062,0,0,Neither,1.505157878808957,0,0,0,Normal — Not Flagged
803,France,Male,42,5,0.0,1,1,0,196466.83,1,0,0,0,0,0,-0.5390705827056115,9.527507540678727,0,0,1.1636176591597096,0,0,Neither,1.6758925995551208,0,0,0,Normal — Not Flagged
712,France,Male,36,2,100749.5,3,0,0,70758.37,1,0,0,0,0,0,-0.5268189155461604,12.588046633016425,0,0,0.9928453287470569,0,0,Neither,2.52705661927622,0,1,1,C: Risk Signal — Density Outlier + Churned
498,France,Female,31,10,0.0,2,1,0,13892.57,0,0,0,0,0,0,-0.5520156124869976,9.980005298920466,0,0,1.1739188655909898,0,0,Neither,1.7244635794717436,0,0,0,Normal — Not Flagged
850,Spain,Male,22,2,0.0,2,1,1,9684.52,0,0,0,0,0,1,-0.5748436019247605,12.533944309149375,0,1,1.248296995913079,0,1,Multivariate only,2.063883767202561,0,0,1,B: Rare Valid — Statistically Unusual Pattern
628,France,Female,51,3,123981.31,2,1,1,40546.15,0,0,0,0,0,0,-0.47718549890347384,6.612770516203635,0,0,1.048567824055758,0,0,Neither,1.1516997392084622,0,0,0,Normal — Not Flagged
539,Germany,Female,34,4,91622.42,1,1,1,136603.42,0,0,0,0,0,0,-0.453384925236831,3.0463960512512216,0,0,1.0159477422427985,0,0,Neither,1.1539634789161601,0,0,0,Normal — Not Flagged
732,France,Male,36,7,126195.81,1,1,1,133172.48,0,0,0,0,0,0,-0.4444036083534161,2.7559008942817624,0,0,0.9859021933271009,0,0,Neither,0.9115834940401767,0,0,0,Normal — Not Flagged
715,France,Male,41,4,94267.9,1,0,1,152821.12,1,0,0,0,0,0,-0.43808159504782757,2.423202932419555,0,0,1.018146255113233,0,0,Neither,0.9169373148639602,0,0,0,Normal — Not Flagged
651,France,Male,40,4,0.0,2,1,1,147715.83,0,0,0,0,0,0,-0.4360805202652872,2.782748026599852,0,0,0.968718835423245,0,0,Neither,1.2258476714090278,0,0,0,Normal — Not Flagged
813,France,Male,34,0,0.0,2,1,0,43169.15,0,0,0,0,0,0,-0.5297258899081141,8.830768602138464,0,0,1.0735585337675126,0,0,Neither,1.7333154938995745,0,0,0,Normal — Not Flagged
692,France,Male,29,4,0.0,1,1,0,76755.99,1,0,0,0,0,0,-0.46726806648592284,5.476771009840857,0,0,1.0143979210655825,0,0,Neither,1.2258476714090278,0,0,0,Normal — Not Flagged
