antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,antecedent_len,consequent_len
"frozenset({'Age_Band_Age_31_to_45', 'Tenure_Band_Established', 'Geography_France', 'Products_Label_Products_2'})",frozenset({'Balance_Band_Zero_Balance'}),0.0413,0.3617,0.03,0.7263922518159805,2.0082727448603275,0.015061789999999997,2.3329017613850573,0.5236879802510344,4,1
"frozenset({'Geography_France', 'Products_Label_Products_2', 'Active_Status_Inactive'})","frozenset({'Balance_Band_Zero_Balance', 'CrCard_Status_Has_CrCard'})",0.1098,0.2592,0.0571,0.5200364298724954,2.0063133868537633,0.02863984,1.5434504711675356,0.5634389800438399,3,2
"frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard', 'Geography_Spain', 'Gender_Male'})",frozenset({'Balance_Band_Zero_Balance'}),0.0452,0.3617,0.0328,0.7256637168141594,2.006258548007076,0.016451160000000003,2.326706443131684,0.5253034730808138,4,1
"frozenset({'Products_Label_Products_2', 'Geography_Spain', 'Gender_Male'})",frozenset({'Balance_Band_Zero_Balance'}),0.0656,0.3617,0.0476,0.725609756097561,2.0061093616189134,0.02387248,2.3262488804110037,0.5367323299182686,3,1
"frozenset({'Geography_France', 'Gender_Female', 'Products_Label_Products_2'})",frozenset({'Balance_Band_Zero_Balance'}),0.1071,0.3617,0.0776,0.7245564892623716,2.003197371474624,0.03886193,2.317353550908862,0.5608669134397013,3,1
"frozenset({'Age_Band_Age_31_to_45', 'Products_Label_Products_2', 'Geography_France', 'Gender_Female'})",frozenset({'Balance_Band_Zero_Balance'}),0.0647,0.3617,0.0468,0.7233384853168471,1.9998299289932182,0.023398010000000004,2.3071513883087884,0.5345423699695057,4,1
"frozenset({'Geography_France', 'Salary_Band_High_Income', 'Products_Label_Products_2'})",frozenset({'Balance_Band_Zero_Balance'}),0.061,0.3617,0.044,0.7213114754098361,1.9942258098143104,0.021936299999999995,2.2903705800169054,0.5309395875689804,3,1
"frozenset({'Geography_France', 'Products_Label_Products_2', 'Gender_Female', 'Active_Status_Inactive'})",frozenset({'Balance_Band_Zero_Balance'}),0.0508,0.3617,0.0365,0.718503937007874,1.9864637462202763,0.01812564,2.267527264672,0.5231699080408014,4,1
"frozenset({'Products_Label_Products_2', 'Geography_Spain'})","frozenset({'Balance_Band_Zero_Balance', 'CrCard_Status_Has_CrCard'})",0.1183,0.2592,0.0609,0.514792899408284,1.9860837168529475,0.030236640000000002,1.5267707285606797,0.5631127954226357,2,2
"frozenset({'Age_Band_Age_31_to_45', 'Products_Label_Products_2', 'Geography_Spain'})","frozenset({'Balance_Band_Zero_Balance', 'CrCard_Status_Has_CrCard'})",0.0724,0.2592,0.0372,0.5138121546961325,1.9822999795375484,0.018433919999999996,1.5236909059569537,0.5342124664413191,3,2
"frozenset({'Geography_France', 'Salary_Band_Mid_Income', 'Products_Label_Products_2'})",frozenset({'Balance_Band_Zero_Balance'}),0.0585,0.3617,0.0418,0.7145299145299144,1.9754766782690472,0.020640549999999994,2.235961070011752,0.5244748403621421,3,1
"frozenset({'Geography_France', 'Products_Label_Products_2', 'Gender_Female'})","frozenset({'Balance_Band_Zero_Balance', 'CrCard_Status_Has_CrCard'})",0.1071,0.2592,0.0547,0.5107376283846872,1.9704383811137622,0.02693968,1.5141160274396597,0.5515720912672243,3,2
"frozenset({'Active_Status_Inactive', 'Products_Label_Products_2', 'Geography_Spain'})",frozenset({'Balance_Band_Zero_Balance'}),0.0574,0.3617,0.0408,0.710801393728223,1.9651683542389355,0.02003842,2.207133727307863,0.5210457724358574,3,1
"frozenset({'Geography_France', 'Tenure_Band_New_Customer', 'Products_Label_Products_2'})",frozenset({'Balance_Band_Zero_Balance'}),0.0595,0.3617,0.0421,0.7075630252100841,1.9562151650817916,0.02057885,2.1826925212718273,0.5197328959049174,3,1
"frozenset({'Products_Label_Products_2', 'Geography_Spain', 'Gender_Male'})","frozenset({'Balance_Band_Zero_Balance', 'CrCard_Status_Has_CrCard'})",0.0656,0.2592,0.0328,0.5,1.9290123456790125,0.01579648,1.4815999970368001,0.5154109589041096,3,2
"frozenset({'Geography_France', 'CrCard_Status_No_CrCard', 'Products_Label_Products_2'})",frozenset({'Balance_Band_Zero_Balance'}),0.0704,0.3617,0.049,0.6960227272727273,1.924309447809586,0.02353632,2.099828030475332,0.5167094032105097,3,1
"frozenset({'Geography_France', 'Balance_Band_Zero_Balance', 'Age_Band_Age_18_to_30'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.0525,0.3246,0.0307,0.5847619047619048,1.8014846110964413,0.013658500000000004,1.6265366933305883,0.46955385765730157,3,2
"frozenset({'Tenure_Band_Loyal', 'Balance_Band_Zero_Balance', 'Age_Band_Age_18_to_30'})",frozenset({'Products_Label_Products_2'}),0.0371,0.459,0.0305,0.8221024258760108,1.7910728232592827,0.0134711,3.0410757404812254,0.45869291705895276,3,1
"frozenset({'Active_Status_Inactive', 'Geography_Germany', 'Products_Label_Products_1'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.072,0.3375,0.0433,0.6013888888888889,1.781893004115226,0.019,1.6620209017538148,0.4728438321255077,3,2
"frozenset({'Geography_France', 'Balance_Band_Zero_Balance', 'Age_Band_Age_18_to_30', 'CrCard_Status_Has_CrCard'})",frozenset({'Products_Label_Products_2'}),0.0377,0.459,0.0307,0.8143236074270558,1.7741255063770278,0.013395700000000003,2.9136714128792276,0.453436578555517,4,1
"frozenset({'Geography_France', 'Balance_Band_Zero_Balance', 'Age_Band_Age_18_to_30'})",frozenset({'Products_Label_Products_2'}),0.0525,0.459,0.0427,0.8133333333333334,1.7719680464778504,0.0186025,2.898214270188138,0.45979497383104806,3,1
"frozenset({'Geography_Germany', 'Age_Band_Age_46_to_60'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.0502,0.3375,0.03,0.597609561752988,1.7706949977866309,0.013057499999999996,1.646410886997533,0.4582543693409138,2,2
"frozenset({'Active_Status_Active', 'Balance_Band_Zero_Balance', 'Age_Band_Age_18_to_30'})",frozenset({'Products_Label_Products_2'}),0.0383,0.459,0.0311,0.8120104438642297,1.769085934344727,0.013520299999999999,2.877819429136043,0.45204984340765797,3,1
"frozenset({'Active_Status_Inactive', 'Tenure_Band_Loyal', 'Geography_Germany'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.0585,0.3375,0.0349,0.5965811965811966,1.767647989870212,0.01515625,1.642213978980105,0.46126022761337676,3,2
"frozenset({'Balance_Band_Zero_Balance', 'Age_Band_Age_18_to_30'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.077,0.3246,0.044,0.5714285714285714,1.7604084147522223,0.019005799999999996,1.5759333296561553,0.467984832069339,2,2
"frozenset({'Balance_Band_Zero_Balance', 'Age_Band_Age_18_to_30'})",frozenset({'Products_Label_Products_2'}),0.077,0.459,0.0621,0.8064935064935065,1.7570664629488157,0.026757000000000003,2.795771797632588,0.46681426350746624,2,1
"frozenset({'Age_Band_Age_31_to_45', 'Balance_Band_Zero_Balance', 'Salary_Band_Low_Income'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.0557,0.3246,0.0317,0.5691202872531418,1.7532972497016075,0.013619779999999998,1.5674908296954482,0.4549889407840033,3,2
"frozenset({'CrCard_Status_Has_CrCard', 'Age_Band_Age_46_to_60', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0357,0.4799,0.03,0.8403361344537814,1.7510650853381569,0.012867569999999998,3.2574684006505907,0.44479829928445497,3,1
"frozenset({'Tenure_Band_Loyal', 'Geography_Germany', 'Gender_Male'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.0589,0.3375,0.0348,0.5908319185059422,1.7506130918694582,0.014921249999999997,1.6191390001922283,0.45560679175872687,3,2
"frozenset({'Products_Label_Products_2', 'Age_Band_Age_18_to_30', 'Tenure_Band_Loyal'})",frozenset({'Balance_Band_Zero_Balance'}),0.0482,0.3617,0.0305,0.6327800829875518,1.7494611086191645,0.013066059999999997,1.7381954754925972,0.4500897350662592,3,1
"frozenset({'Tenure_Band_Loyal', 'Geography_Germany'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.1113,0.3375,0.0656,0.5893980233602876,1.7463645136601111,0.028036250000000006,1.613484678783789,0.48090678491740474,2,2
"frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Zero_Balance', 'Age_Band_Age_18_to_30'})",frozenset({'Products_Label_Products_2'}),0.0549,0.459,0.044,0.8014571948998178,1.7460941065355506,0.0188009,2.724853197284913,0.45211425438385544,3,1
"frozenset({'Active_Status_Inactive', 'Balance_Band_Zero_Balance', 'Age_Band_Age_18_to_30'})",frozenset({'Products_Label_Products_2'}),0.0387,0.459,0.031,0.8010335917312662,1.7451712238153947,0.0132367,2.719051934386064,0.4441800921467233,3,1
"frozenset({'Geography_Germany', 'CreditScore_Band_Poor_Credit'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.0576,0.3375,0.0339,0.5885416666666666,1.743827160493827,0.014459999999999997,1.6101265783652616,0.45261955917484253,2,2
"frozenset({'Tenure_Band_Loyal', 'Geography_Germany', 'Gender_Female'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.0524,0.3375,0.0308,0.5877862595419847,1.741588917161436,0.013114999999999998,1.6071759220270359,0.4493580501389703,3,2
"frozenset({'Tenure_Band_Loyal', 'Geography_Germany', 'Products_Label_Products_1'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.06,0.3375,0.0352,0.5866666666666667,1.7382716049382716,0.014950000000000001,1.6028225767673645,0.4518254352030948,3,2
"frozenset({'Geography_Germany', 'CreditScore_Band_Fair_Credit'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.0861,0.3375,0.0503,0.5842044134727061,1.7309760399191292,0.021241249999999996,1.5933310017545863,0.46207599571625935,2,2
"frozenset({'Geography_Germany', 'Age_Band_Age_46_to_60'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0502,0.4799,0.0417,0.8306772908366534,1.7309383013891508,0.01760902,3.0716493936239067,0.44459744901488785,2,1
"frozenset({'Active_Status_Inactive', 'Geography_Germany', 'Gender_Male'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.0627,0.3375,0.0366,0.5837320574162679,1.7295764664185713,0.015438749999999998,1.5915229846824328,0.45004136401558004,3,2
"frozenset({'Age_Band_Age_31_to_45', 'Tenure_Band_Loyal', 'Geography_Germany'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.0646,0.3375,0.0377,0.5835913312693498,1.7291595000573328,0.015897499999999995,1.5909851262907937,0.4508064465818109,3,2
"frozenset({'Active_Status_Active', 'Tenure_Band_Loyal', 'Geography_Germany'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.0528,0.3375,0.0307,0.5814393939393939,1.722783389450056,0.012879999999999999,1.582805426082709,0.4429307157320186,3,2
"frozenset({'Balance_Band_Zero_Balance', 'Age_Band_Age_18_to_30', 'Gender_Male'})",frozenset({'Products_Label_Products_2'}),0.0425,0.459,0.0335,0.788235294117647,1.7172882224785337,0.013992500000000001,2.5547222101582556,0.4362261798059312,3,1
"frozenset({'Active_Status_Inactive', 'Geography_Germany'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.1261,0.3375,0.073,0.5789056304520223,1.7152759420800658,0.030441249999999996,1.5732815405199472,0.4771752198850374,2,2
"frozenset({'Active_Status_Inactive', 'CrCard_Status_Has_CrCard', 'Geography_Germany', 'Products_Label_Products_1'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0527,0.4799,0.0433,0.8216318785578748,1.7120897656967593,0.01800927,2.9158797708865043,0.43905676739214333,4,1
"frozenset({'Salary_Band_Mid_Income', 'Geography_Germany'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.0607,0.3375,0.035,0.5766062602965405,1.708462993471231,0.014513750000000002,1.564737350389901,0.4414761752672964,2,2
"frozenset({'Active_Status_Active', 'CrCard_Status_Has_CrCard', 'Geography_Germany', 'Gender_Female'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0383,0.4799,0.0314,0.8198433420365534,1.708362871507717,0.013019829999999996,2.8869318680334053,0.43115760373913226,4,1
"frozenset({'Active_Status_Active', 'Tenure_Band_Loyal', 'Geography_Germany', 'CrCard_Status_Has_CrCard'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0375,0.4799,0.0307,0.8186666666666668,1.7059109536709038,0.012703750000000003,2.868198513594495,0.42992512373619873,4,1
"frozenset({'Age_Band_Age_31_to_45', 'Products_Label_Products_2', 'CrCard_Status_Has_CrCard', 'Salary_Band_Low_Income'})",frozenset({'Balance_Band_Zero_Balance'}),0.0514,0.3617,0.0317,0.6167315175097275,1.7050912842403303,0.013108619999999998,1.6654121783958276,0.4359278258978364,4,1
"frozenset({'Active_Status_Inactive', 'Geography_Germany', 'Gender_Female'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.0634,0.3375,0.0364,0.5741324921135648,1.7011333099661177,0.015002500000000002,1.5556481444952561,0.4400561535410991,3,2
"frozenset({'Tenure_Band_Loyal', 'Geography_Germany', 'CreditScore_Band_Fair_Credit'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0392,0.4799,0.032,0.8163265306122449,1.7010346543284953,0.013187920000000002,2.8316555401387644,0.42893682348043305,3,1
"frozenset({'Products_Label_Products_1', 'Geography_Germany', 'Gender_Female'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.0664,0.3375,0.0381,0.5737951807228916,1.7001338688085676,0.01569,1.5544169574836295,0.44110006814700853,3,2
"frozenset({'Age_Band_Age_31_to_45', 'Geography_Germany', 'Gender_Female'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.0666,0.3375,0.0382,0.5735735735735735,1.6994772550328103,0.015722499999999993,1.5536091512862542,0.44095111381348584,3,2
"frozenset({'Active_Status_Inactive', 'Products_Label_Products_1', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.072,0.4799,0.0587,0.8152777777777779,1.6988492973073097,0.024147200000000008,2.815578932126191,0.44328261763496457,3,1
"frozenset({'CrCard_Status_Has_CrCard', 'Tenure_Band_Loyal', 'Geography_Germany', 'Products_Label_Products_1'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0432,0.4799,0.0352,0.8148148148148148,1.6978845901538129,0.01446832,2.8085399848338835,0.42959011097598054,4,1
"frozenset({'Products_Label_Products_2', 'Tenure_Band_Loyal', 'Salary_Band_Low_Income'})",frozenset({'Balance_Band_Zero_Balance'}),0.05,0.3617,0.0307,0.614,1.6975393972905721,0.012615000000000001,1.6536269387211735,0.43253900222869884,3,1
"frozenset({'CrCard_Status_Has_CrCard', 'Products_Label_Products_1', 'Geography_Germany', 'Gender_Female'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0468,0.4799,0.0381,0.8141025641025641,1.69640042530228,0.01564068,2.7977792952947045,0.4306719842982279,4,1
"frozenset({'CrCard_Status_Has_CrCard', 'CreditScore_Band_Poor_Credit', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0417,0.4799,0.0339,0.8129496402877697,1.6939980001828918,0.013888169999999998,2.7805346005194487,0.4275075978017857,3,1
"frozenset({'Products_Label_Products_1', 'CreditScore_Band_Fair_Credit', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0463,0.4799,0.0376,0.8120950323974082,1.6922171960771166,0.015380630000000003,2.7678884910168695,0.42891822219842546,3,1
"frozenset({'Products_Label_Products_2', 'Age_Band_Age_18_to_30', 'CrCard_Status_Has_CrCard'})",frozenset({'Balance_Band_Zero_Balance'}),0.0719,0.3617,0.044,0.6119610570236439,1.691902286490583,0.017993769999999992,1.6449379885924353,0.44063066284001506,3,1
"frozenset({'Active_Status_Active', 'Geography_France', 'Balance_Band_Zero_Balance', 'CreditScore_Band_Fair_Credit'})",frozenset({'Products_Label_Products_2'}),0.0411,0.459,0.0319,0.7761557177615571,1.6909710626613443,0.013035099999999997,2.4168586848551197,0.42613810037690125,4,1
"frozenset({'Active_Status_Active', 'Tenure_Band_Loyal', 'Balance_Band_Zero_Balance'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.0866,0.3246,0.0475,0.5484988452655889,1.6897684697029849,0.019389640000000003,1.4958987179144543,0.44690491281850353,3,2
"frozenset({'Geography_Germany', 'CreditScore_Band_Poor_Credit'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0576,0.4799,0.0467,0.8107638888888888,1.6894434025607186,0.01905776,2.7484183341001005,0.4330317054638392,2,1
"frozenset({'Products_Label_Products_1', 'Geography_Germany'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.1349,0.3375,0.0769,0.5700518902891031,1.6890426378936387,0.031371249999999996,1.5408836171057725,0.4715624027168848,2,2
"frozenset({'Salary_Band_Mid_Income', 'CrCard_Status_Has_CrCard', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0432,0.4799,0.035,0.8101851851851852,1.688237518618848,0.014268320000000001,2.7400390099549172,0.4260726230291447,3,1
"frozenset({'Tenure_Band_Loyal', 'Products_Label_Products_1', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.06,0.4799,0.0486,0.8099999999999999,1.6878516357574493,0.019805999999999997,2.7373684066454285,0.43354347255056475,3,1
"frozenset({'Age_Band_Age_31_to_45', 'CrCard_Status_Has_CrCard', 'Geography_Germany', 'Gender_Female'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0472,0.4799,0.0382,0.809322033898305,1.6864389120614816,0.015548719999999999,2.727635541250622,0.427198315463709,4,1
"frozenset({'Active_Status_Active', 'Products_Label_Products_2', 'Geography_Germany'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.0568,0.3375,0.0323,0.5686619718309859,1.6849243609806988,0.01313,1.5359183637861156,0.4309812849741476,3,2
"frozenset({'CrCard_Status_Has_CrCard', 'Tenure_Band_New_Customer', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0438,0.4799,0.0354,0.8082191780821918,1.6841408170081096,0.014380380000000002,2.711949985859118,0.4248331141276026,3,1
"frozenset({'Gender_Female', 'Geography_Germany'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.1193,0.3375,0.0678,0.5683151718357082,1.6838968054391354,0.027536249999999998,1.534684462464313,0.4611551953343629,2,2
"frozenset({'CrCard_Status_Has_CrCard', 'Products_Label_Products_1', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0952,0.4799,0.0769,0.8077731092436974,1.6832113132813031,0.031213519999999995,2.705656816525762,0.44860469635143413,3,1
"frozenset({'Tenure_Band_Loyal', 'Geography_Germany', 'CrCard_Status_Has_CrCard', 'Gender_Male'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0431,0.4799,0.0348,0.8074245939675173,1.6824850884924303,0.014116309999999996,2.7007602269394244,0.4239116856035353,4,1
"frozenset({'Geography_Germany', 'Salary_Band_Low_Income'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.0627,0.3375,0.0356,0.5677830940988835,1.6823202788115066,0.014438749999999997,1.5327951994056728,0.4327140351739456,2,2
"frozenset({'Products_Label_Products_1', 'Gender_Male', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0685,0.4799,0.0553,0.8072992700729926,1.682223942640118,0.022426849999999998,2.699003773872593,0.43537179237050816,3,1
"frozenset({'Active_Status_Inactive', 'Products_Label_Products_2', 'Age_Band_Age_18_to_30'})",frozenset({'Balance_Band_Zero_Balance'}),0.051,0.3617,0.031,0.607843137254902,1.6805173825128614,0.0125533,1.6276649958494545,0.42670723002141475,3,1
"frozenset({'Tenure_Band_Loyal', 'Geography_Germany', 'Gender_Male'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0589,0.4799,0.0475,0.8064516129032258,1.6804576222196828,0.01923389,2.6871833194495522,0.43026670917012,3,1
"frozenset({'Active_Status_Active', 'Balance_Band_Zero_Balance', 'Salary_Band_Low_Income'})",frozenset({'Products_Label_Products_2'}),0.0472,0.459,0.0364,0.7711864406779662,1.6801447509323881,0.0147352,2.3643703600371966,0.42486690471577127,3,1
"frozenset({'Products_Label_Products_2', 'Gender_Male', 'Salary_Band_Low_Income'})",frozenset({'Balance_Band_Zero_Balance'}),0.0632,0.3617,0.0384,0.6075949367088607,1.6798311769667145,0.015540559999999991,1.6266354797256704,0.4320047857956161,3,1
frozenset({'Geography_Germany'}),"frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.2509,0.3375,0.1422,0.566759665205261,1.6792878969044769,0.05752124999999998,1.5291743294970572,0.5399939843423922,1,2
"frozenset({'Geography_Germany', 'Products_Label_Products_1', 'Gender_Male'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.0685,0.3375,0.0388,0.5664233576642336,1.6782914301162475,0.015681249999999997,1.5279882119640675,0.43387646573811217,3,2
"frozenset({'Age_Band_Age_31_to_45', 'Products_Label_Products_2', 'Salary_Band_Low_Income'})",frozenset({'Balance_Band_Zero_Balance'}),0.0702,0.3617,0.0426,0.6068376068376068,1.6777373703002676,0.017208659999999997,1.6235021697837007,0.434458114572572,3,1
"frozenset({'Tenure_Band_Loyal', 'Balance_Band_Zero_Balance', 'Salary_Band_High_Income'})",frozenset({'Products_Label_Products_2'}),0.0412,0.459,0.0317,0.7694174757281553,1.6762907967933667,0.012789199999999997,2.346231568772132,0.4207809709560715,3,1
"frozenset({'Active_Status_Inactive', 'Geography_Germany', 'Products_Label_Products_1', 'Gender_Female'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0373,0.4799,0.03,0.8042895442359249,1.67595237390274,0.01209973,2.657497246695254,0.4189512136006371,4,1
"frozenset({'CrCard_Status_Has_CrCard', 'Gender_Female', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0843,0.4799,0.0678,0.8042704626334519,1.6759126122805834,0.027344430000000003,2.65723816824211,0.44043920169395057,3,1
"frozenset({'Salary_Band_Mid_Income', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0607,0.4799,0.0488,0.8039538714991764,1.67525290997953,0.019670070000000005,2.652947045291272,0.42912296914514303,2,1
"frozenset({'Tenure_Band_Loyal', 'CrCard_Status_Has_CrCard', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0816,0.4799,0.0656,0.803921568627451,1.6751855983068369,0.026440160000000004,2.6525099864721997,0.4388623905838362,3,1
"frozenset({'Geography_Germany', 'Gender_Male'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.1316,0.3375,0.0744,0.5653495440729484,1.675109760216143,0.02998499999999999,1.5242132832065303,0.46409971620035356,2,2
"frozenset({'Products_Label_Products_2', 'Age_Band_Age_18_to_30'})",frozenset({'Balance_Band_Zero_Balance'}),0.1025,0.3617,0.0621,0.6058536585365855,1.675017026642481,0.02502575,1.6194492533169915,0.44901520146766605,2,1
"frozenset({'Active_Status_Active', 'Balance_Band_Zero_Balance', 'CreditScore_Band_Fair_Credit'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.0618,0.3246,0.0336,0.5436893203883495,1.6749516955894932,0.013539719999999998,1.4801319116499236,0.42951167889880315,3,2
"frozenset({'Salary_Band_Upper_Mid_Income', 'Geography_Germany'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.0628,0.3375,0.0355,0.5652866242038217,1.6749233309742864,0.014304999999999998,1.5239926704869327,0.4299591831827499,2,2
"frozenset({'Salary_Band_Low_Income', 'CrCard_Status_Has_CrCard', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0443,0.4799,0.0356,0.8036117381489842,1.674539983640309,0.014340430000000001,2.648325273871172,0.42149321692553143,3,1
"frozenset({'Tenure_Band_Loyal', 'Balance_Band_Zero_Balance', 'CreditScore_Band_Fair_Credit'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.0558,0.3246,0.0303,0.543010752688172,1.672861222083093,0.012187320000000001,1.477934114412991,0.4259921438023913,3,2
"frozenset({'Age_Band_Age_31_to_45', 'CrCard_Status_Has_CrCard', 'Geography_Germany', 'Products_Label_Products_1'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0501,0.4799,0.0402,0.8023952095808383,1.6720050210061228,0.01615701,2.63202119880159,0.4231136663246563,4,1
"frozenset({'CrCard_Status_Has_CrCard', 'Geography_Germany', 'Products_Label_Products_1', 'Gender_Male'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0484,0.4799,0.0388,0.8016528925619835,1.6704582049634997,0.015572840000000001,2.622170820113222,0.4217758046133912,4,1
"frozenset({'Products_Label_Products_1', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.1349,0.4799,0.1081,0.8013343217197925,1.6697943774115285,0.04336149,2.617966031598373,0.4636734097676677,2,1
"frozenset({'Active_Status_Active', 'Products_Label_Products_2', 'Age_Band_Age_18_to_30'})",frozenset({'Balance_Band_Zero_Balance'}),0.0515,0.3617,0.0311,0.6038834951456311,1.6695700722854052,0.01247245,1.6113946037751559,0.4228185644281799,3,1
"frozenset({'Active_Status_Active', 'Tenure_Band_Loyal', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0528,0.4799,0.0423,0.8011363636363635,1.6693818788005075,0.01696128,2.6153599868484743,0.42332758290205097,3,1
"frozenset({'Geography_Germany', 'CreditScore_Band_Fair_Credit', 'Gender_Female'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0416,0.4799,0.0333,0.8004807692307694,1.6680157725167106,0.013336160000000003,2.606766251995005,0.4178686198719588,3,1
"frozenset({'Age_Band_Age_31_to_45', 'Geography_Germany', 'Active_Status_Inactive'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.0732,0.3375,0.0412,0.5628415300546448,1.6676786075693177,0.016495,1.515468746533365,0.4319854096567791,3,2
"frozenset({'Active_Status_Inactive', 'Geography_Germany', 'CreditScore_Band_Fair_Credit'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.043,0.4799,0.0344,0.8,1.6670139612419255,0.013764300000000004,2.6004999869975007,0.41810344827586216,3,1
"frozenset({'CrCard_Status_Has_CrCard', 'Tenure_Band_Loyal', 'Geography_Germany', 'Gender_Female'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0385,0.4799,0.0308,0.8,1.6670139612419255,0.01232385,2.6004999869975007,0.41614664586583466,4,1
"frozenset({'Age_Band_Age_31_to_45', 'Balance_Band_Zero_Balance', 'Salary_Band_Low_Income'})",frozenset({'Products_Label_Products_2'}),0.0557,0.459,0.0426,0.7648114901256733,1.6662559697727086,0.0170337,2.3002824329675016,0.4234375862290123,3,1
