antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"Churned, France, HasCard",Inactive,0.0569,0.4849,0.0374,0.6572934973637962,1.355523813907602,0.009809190000000002,1.5030353846153848,0.27810179990099787
"Prod=1, Retained, VeryHighSal",High,0.086,0.383,0.0446,0.5186046511627908,1.3540591414172083,0.011662000000000006,1.2816908212560387,0.28608295473501405
"Inactive, MedSal, Prod=1",High,0.0646,0.383,0.0335,0.5185758513931888,1.3539839461963155,0.0087582,1.2816141479099679,0.27949412654495326
"Active, Good, Zero",France,0.047,0.5014,0.0319,0.6787234042553191,1.3536565701143182,0.0083342,1.5519337748344368,0.27414500324005703
"Churned, Prod=1",Inactive,0.1409,0.4849,0.0924,0.6557842441447835,1.3524113098469448,0.024077589999999996,1.4964451546391753,0.3033174000174349
"Active, HasCard, Zero",France,0.1342,0.5014,0.091,0.6780923994038748,1.352398084172068,0.023712120000000003,1.5488916666666666,0.30096182403874716
"NoCard, Prod=1, Retained",High,0.1088,0.383,0.0563,0.5174632352941178,1.351078943326678,0.014629600000000006,1.2786590476190478,0.29157405665341174
"Churned, Germany, HasCard",Inactive,0.0577,0.4849,0.0378,0.6551126516464472,1.3510262974766905,0.00982127,1.4935311557788946,0.27573167533901904
"Churned, High, Prod=1",Inactive,0.0698,0.4849,0.0457,0.654727793696275,1.350232612283512,0.01185398,1.4918663900414935,0.27885064598705156
"Churned, Poor",Inactive,0.053,0.4849,0.0347,0.6547169811320755,1.350210313739071,0.009000300000000003,1.4918196721311479,0.27389085508917904
"Inactive, Poor, Prod=1",High,0.0646,0.383,0.0334,0.5170278637770898,1.3499422030733415,0.008658199999999998,1.2775064102564102,0.2771301527797515
"Prod=2, VeryHighSal, Zero",France,0.064,0.5014,0.0433,0.6765625,1.3493468288791384,0.011210400000000002,1.5415652173913044,0.27660330431693025
"Adult, Fair, Zero",France,0.0541,0.5014,0.0366,0.6765249537892791,1.349271946129396,0.009474260000000002,1.541386285714286,0.27366483015279636
"HighSal, Zero","France, Retained",0.0908,0.4204,0.0515,0.567180616740088,1.3491451397242817,0.013327679999999995,1.3391267175572517,0.2846347370354391
"Inactive, NoCard, Prod=1",High,0.0718,0.383,0.0371,0.5167130919220055,1.3491203444438786,0.0096006,1.2766743515850143,0.2787936655068413
"Churned, VeryHighSal",Prod=1,0.0527,0.5084,0.0361,0.6850094876660342,1.3473829419080139,0.009307320000000004,1.5606819277108437,0.2721635159030492
"High, LowSal",Prod=1,0.0917,0.5084,0.0628,0.6848418756815703,1.3470532566513973,0.016179719999999995,1.5598519031141866,0.28364951393062277
"High, Inactive, Middle",Prod=1,0.0479,0.5084,0.0328,0.6847599164926932,1.346892046602465,0.008447640000000006,1.5594463576158946,0.2705072996533979
"Churned, MedSal",Inactive,0.0504,0.4849,0.0329,0.6527777777777778,1.34621113173392,0.00846104,1.4834880000000001,0.27082399756224346
"High, Inactive, MedSal",Prod=1,0.049,0.5084,0.0335,0.6836734693877551,1.344755053870486,0.008588400000000003,1.5540903225806453,0.26957954705965453
"Adult, NoCard, Zero",France,0.0451,0.5014,0.0304,0.6740576496674058,1.3443511162094253,0.00778686,1.529718367346939,0.268244539246325
"Prod=1, Zero",France,0.0905,0.5014,0.061,0.6740331491712708,1.3443022520368386,0.015623300000000007,1.5296033898305088,0.2816049171315532
"Churned, Zero",France,0.05,0.5014,0.0337,0.6739999999999999,1.3442361388113282,0.008630000000000002,1.529447852760736,0.26956114321411845
"Adult, Fair, Prod=1",High,0.0713,0.383,0.0367,0.5147265077138851,1.3439334405062273,0.0093921,1.2714479768786129,0.2755631865351027
"NoCard, Zero","France, Retained",0.1025,0.4204,0.0579,0.5648780487804879,1.343668051333225,0.014809000000000003,1.3320403587443947,0.28497890417153776
"MedSal, Zero",France,0.0921,0.5014,0.062,0.6731813246471227,1.342603359886563,0.015821060000000005,1.525616611295681,0.28106442019690964
"Prod=1, Retained, Youth",High,0.0811,0.383,0.0417,0.5141800246609124,1.3425065918039487,0.010638699999999997,1.2700177664974617,0.277641419349013
"Active, Prod=2, Zero",France,0.1385,0.5014,0.0932,0.6729241877256318,1.3420905219896926,0.023756100000000002,1.5244172185430465,0.29587205667328426
"High, Poor",Prod=1,0.0938,0.5084,0.064,0.6823027718550108,1.3420589532946712,0.016312080000000007,1.5473852348993296,0.28125827631869355
"Churned, Fair, HasCard",Prod=1,0.0491,0.5084,0.0335,0.6822810590631365,1.342016245206799,0.008537560000000007,1.5472794871794877,0.26801192271893265
"Fair, Prod=2, Zero",France,0.0865,0.5014,0.0582,0.6728323699421966,1.3419073991667265,0.014828900000000006,1.523989399293287,0.278918550870204
"Adult, Churned",Prod=1,0.0538,0.5084,0.0367,0.6821561338289963,1.3417705228737142,0.009348080000000005,1.54667134502924,0.2691989814989199
"HasCard, Prod=1, Zero",France,0.0657,0.5014,0.0442,0.6727549467275495,1.3417529850968282,0.011258020000000007,1.5236288372093028,0.27261729085050745
"Active, Zero",France,0.1873,0.5014,0.126,0.6727175654030967,1.3416784311988368,0.03208778000000001,1.5234548123980427,0.31335661453786234
"Inactive, Prod=1, VeryHighSal",High,0.0615,0.383,0.0316,0.5138211382113822,1.3415695514657497,0.008045500000000004,1.2690802675585287,0.2712886844749568
"Active, LowSal, Prod=1",High,0.0656,0.383,0.0337,0.5137195121951219,1.3413042093867413,0.008575199999999998,1.2688150470219435,0.2723212471037762
"Churned, NoCard",Prod=1,0.0613,0.5084,0.0418,0.6818923327895595,1.341251638059716,0.010635079999999998,1.545388717948718,0.27104266666258897
"Inactive, Prod=1, Zero",France,0.0473,0.5014,0.0318,0.6723044397463003,1.340854486929199,0.008083780000000002,1.5215341935483875,0.2668278768122114
"HasCard, Prod=2, Zero",France,0.1858,0.5014,0.1249,0.6722282023681377,1.3407024379101273,0.03173988000000001,1.5211802955665024,0.312112918042614
"Poor, Prod=2, Zero",France,0.0613,0.5014,0.0412,0.6721044045676998,1.3404555336412043,0.010464180000000003,1.5206059701492538,0.2705709507364555
"HasCard, High, Youth",Prod=1,0.0505,0.5084,0.0344,0.6811881188118811,1.3398664807472092,0.008725799999999999,1.541975155279503,0.26714794812447185
"Churned, Fair, HasCard",Inactive,0.0491,0.4849,0.0319,0.6496945010183299,1.3398525490169724,0.00809141,1.4704308139534883,0.26674646787353085
"HasCard, Zero",France,0.2592,0.5014,0.174,0.6712962962962963,1.3388438298689596,0.04403712000000001,1.5168676056338029,0.34163997914649596
"VeryHighSal, Zero",France,0.0873,0.5014,0.0586,0.6712485681557846,1.3387486401192354,0.014827779999999999,1.5166473867595818,0.2772365381789245
"Churned, MedSal",Prod=1,0.0504,0.5084,0.0343,0.6805555555555555,1.3386222571903137,0.00867664,1.5389217391304344,0.2663892852844592
"Retained, VeryHighSal, Zero",France,0.0745,0.5014,0.05,0.6711409395973155,1.338533984039321,0.01264570000000001,1.5161510204081636,0.2732728254997301
"Poor, Retained, Zero",France,0.0754,0.5014,0.0506,0.6710875331564987,1.3384274693986813,0.012794440000000004,1.5159048387096778,0.2734745246101509
"HasCard, Middle, Zero",France,0.0544,0.5014,0.0365,0.6709558823529411,1.3381649029775453,0.00922384,1.5152983240223463,0.267246134946573
"Churned, Germany, Prod=1",Inactive,0.0578,0.4849,0.0375,0.6487889273356402,1.3379850017233248,0.00947278,1.4666394088669954,0.2681038703743013
"HighSal, Prod=2, Zero",France,0.0647,0.5014,0.0434,0.670788253477589,1.3378305813274611,0.010959420000000004,1.5145267605633808,0.2699895201076469
"Adult, Inactive, Prod=1",High,0.1099,0.383,0.0563,0.5122838944494996,1.3375558601814612,0.0142083,1.2650802238805972,0.283527326344676
"HasCard, Retained, Zero",France,0.224,0.5014,0.1502,0.6705357142857142,1.337326913214428,0.0378864,1.5133658536585364,0.32505113456971463
"MedSal, Retained, Zero",France,0.0795,0.5014,0.0533,0.670440251572327,1.3371365208861727,0.013438700000000005,1.5129274809160305,0.2739089714884949
"Prod=1, Retained, Zero",France,0.0567,0.5014,0.038,0.6701940035273368,1.3366453999348562,0.009570620000000002,1.5117978609625669,0.2669971600261122
"Adult, NoCard, Prod=1",High,0.0641,0.383,0.0328,0.5117004680187207,1.3360325535736832,0.008249700000000002,1.2635686900958465,0.2687415791243072
"Churned, HighSal",Prod=1,0.0517,0.5084,0.0351,0.678916827852998,1.3353989532907122,0.008815719999999999,1.531067469879518,0.2648530148266518
"Churned, Middle",Inactive,0.0788,0.4849,0.051,0.6472081218274112,1.3347249367445064,0.012789879999999997,1.4600676258992806,0.2722339999829718
"Churned, VeryHighSal",Inactive,0.0527,0.4849,0.0341,0.6470588235294118,1.3344170417187293,0.008545770000000001,1.4594500000000001,0.2645509246374865
"High, Inactive, NoCard",Prod=1,0.0547,0.5084,0.0371,0.6782449725776966,1.334077444094604,0.009290520000000003,1.527870454545455,0.2649088425272087
"Prod=2, Zero",France,0.26,0.5014,0.1739,0.6688461538461539,1.3339572274554325,0.04353600000000002,1.5056445993031362,0.33831185987597734
"LowSal, Retained, Zero",France,0.0797,0.5014,0.0533,0.6687578419071519,1.3337810967434225,0.013338420000000004,1.5052431818181824,0.2719241360034527
"Active, Adult, Zero",France,0.0803,0.5014,0.0537,0.6687422166874222,1.333749933560874,0.013437580000000005,1.505172180451128,0.27208248823750125
"Active, Retained, Zero",France,0.1693,0.5014,0.1132,0.6686355581807442,1.3335372121674196,0.02831298,1.5046877005347592,0.30108903853491525
"Active, HasCard, Medium",Prod=1,0.0531,0.5084,0.036,0.6779661016949152,1.3335289175745777,0.009003959999999998,1.5265473684210527,0.26413560038018796
"Fair, Retained, Zero",France,0.1026,0.5014,0.0686,0.6686159844054581,1.3334981739239293,0.017156360000000002,1.5045988235294119,0.2786858829621824
Zero,France,0.3617,0.5014,0.2418,0.6685098147636162,1.333286427530148,0.06044362,1.5041169307756461,0.39162402405998054
"Adult, Retained, Zero",France,0.1513,0.5014,0.1011,0.6682088565763384,1.3326861918155932,0.025238180000000013,1.5027525896414347,0.29413904339877717
"Churned, HasCard, High",Inactive,0.0712,0.4849,0.046,0.6460674157303371,1.3323724803677812,0.011475119999999998,1.4553619047619049,0.26858218177732834
"Adult, Prod=2, Zero",France,0.1238,0.5014,0.0827,0.6680129240710824,1.3322954209634672,0.02062668,1.501865693430657,0.284656150956353
"Prod=1, VeryHighSal",High,0.1221,0.383,0.0623,0.5102375102375103,1.3322128204634733,0.0155357,1.259794314381271,0.2840519209254099
"Active, Good, High",Prod=1,0.0474,0.5084,0.0321,0.6772151898734177,1.3320519076975172,0.00800184,1.5229960784313723,0.26168224299065423
"Prod=2, Retained, Zero",France,0.2514,0.5014,0.1679,0.667859984089101,1.3319903950720005,0.04184804,1.5011741317365268,0.3329466145023222
"Fair, Inactive, Zero",France,0.0575,0.5014,0.0384,0.6678260869565217,1.3319227901007613,0.009569499999999998,1.501020942408377,0.26440926171529616
"Retained, Zero",France,0.3117,0.5014,0.2081,0.6676291305742702,1.331529977212346,0.05181362000000003,1.5001314671814676,0.36173796069584296
"HighSal, Zero",France,0.0908,0.5014,0.0606,0.6674008810572687,1.3310747528066789,0.015072880000000004,1.4991019867549669,0.27356730393672896
"Churned, Fair",Prod=1,0.0683,0.5084,0.0462,0.6764275256222547,1.3305026074395254,0.011476279999999998,1.5192886877828053,0.26661406998425347
"Churned, Zero",Prod=1,0.05,0.5084,0.0338,0.6759999999999999,1.3296616837136113,0.008379999999999999,1.5172839506172837,0.2609778885082529
"Good, Prod=2, Zero",France,0.0648,0.5014,0.0432,0.6666666666666667,1.3296104241457256,0.010709280000000009,1.4958000000000005,0.2650769888793843
"Adult, Zero",France,0.1647,0.5014,0.1098,0.6666666666666666,1.3296104241457254,0.027219419999999994,1.4958,0.29677960014366095
"Inactive, Retained, Zero",France,0.1424,0.5014,0.0949,0.6664325842696629,1.3291435665529776,0.023500640000000003,1.4947503157894737,0.2887544626708397
"Fair, Zero",France,0.1198,0.5014,0.0798,0.6661101836393989,1.3285005656948523,0.019732279999999998,1.4933069999999997,0.2809266975664565
"HasCard, Prod=1, VeryHighSal",High,0.0853,0.383,0.0434,0.5087924970691676,1.328439940128375,0.0107301,1.25608830548926,0.27029334993871224
"High, Inactive, VeryHighSal",Prod=1,0.0468,0.5084,0.0316,0.6752136752136753,1.328115018122886,0.007806880000000006,1.5136105263157897,0.25918292546890703
"LowSal, Prod=2, Zero",France,0.0673,0.5014,0.0448,0.6656760772659732,1.32763477715591,0.011055780000000001,1.491368,0.2645875453751781
"High, Inactive",Prod=1,0.1872,0.5084,0.1262,0.6741452991452992,1.3260135703094005,0.031027520000000017,1.5086478688524594,0.3024851192333131
"Fair, HasCard, Zero",France,0.0871,0.5014,0.0579,0.6647531572904708,1.3257940911257895,0.014228060000000008,1.4872623287671238,0.26918069936362166
"Adult, Inactive, Zero",France,0.0844,0.5014,0.0561,0.664691943127962,1.3256720046429238,0.013781839999999997,1.4869908127208478,0.2683110497465597
"HasCard, High, LowSal",Prod=1,0.0653,0.5084,0.044,0.6738131699846861,1.3253602871453307,0.010801480000000002,1.5071117370892022,0.2626384741822851
"Active, Fair, Zero",France,0.0623,0.5014,0.0414,0.6645264847512038,1.325342011869174,0.01016278,1.4862574162679425,0.26178711504508667
"High, NoCard",Prod=1,0.1131,0.5084,0.0762,0.6737400530503979,1.32521646941463,0.01869996,1.5067739837398375,0.2767012055616173
"High, HighSal, Inactive",Prod=1,0.0475,0.5084,0.032,0.6736842105263158,1.3251066296741068,0.007851000000000004,1.5065161290322582,0.25757874015748045
"Inactive, Prod=2, Zero",France,0.1215,0.5014,0.0807,0.6641975308641975,1.3246859410933338,0.019779900000000003,1.4848014705882353,0.2790029473185326
"High, Youth",Prod=1,0.0704,0.5084,0.0474,0.6732954545454545,1.3243419640941276,0.011608639999999996,1.5047234782608694,0.2634552677255132
"HasCard, Inactive, Zero",France,0.125,0.5014,0.083,0.664,1.3242919824491426,0.02032500000000001,1.4839285714285717,0.27986230636833054
"Inactive, Zero",France,0.1744,0.5014,0.1158,0.6639908256880734,1.3242736850579846,0.028355840000000007,1.4838880546075088,0.2965953059940288
"Inactive, NoCard, Zero",France,0.0494,0.5014,0.0328,0.6639676113360324,1.3242273859912894,0.008030840000000004,1.483785542168675,0.2575664663652739
"Adult, HasCard, Zero",France,0.1196,0.5014,0.0794,0.6638795986622074,1.3240518521384272,0.01943256,1.4833970149253732,0.2779901968077254
"Active, Good, Prod=1",High,0.0633,0.383,0.0321,0.5071090047393365,1.3240443987972232,0.007856099999999998,1.251798076923077,0.2612771621191516
"Poor, Prod=1",High,0.1263,0.383,0.064,0.5067300079176564,1.3230548509599385,0.015627100000000005,1.2508362760834673,0.2794705705619779
"Active, High, Poor",Prod=1,0.0455,0.5084,0.0306,0.6725274725274725,1.3228313779061223,0.0074678,1.501194630872483,0.2556791531000387
"Active, Prod=1, VeryHighSal",High,0.0606,0.383,0.0307,0.5066006600660066,1.3227171281096777,0.007490200000000002,1.2505083612040133,0.25971945499899796
"HasCard, High, Inactive",Prod=1,0.1325,0.5084,0.0891,0.6724528301886792,1.3226845597731691,0.021737000000000006,1.500852534562212,0.28122402377925926
"Fair, Inactive, Prod=1",High,0.0839,0.383,0.0425,0.5065554231227652,1.3225990159863321,0.010366300000000002,1.2503937198067634,0.2662514367170294
"MedSal, Prod=2, Zero",France,0.064,0.5014,0.0424,0.6625,1.3213003589948147,0.010310400000000004,1.4773333333333334,0.25979680696661844
"NoCard, Prod=1",High,0.1506,0.383,0.0762,0.5059760956175299,1.3210864115340206,0.0185202,1.2489274193548388,0.28613991534552413
"LowSal, Zero",France,0.0915,0.5014,0.0606,0.6622950819672131,1.3208916672660813,0.014721900000000003,1.4764368932038836,0.26740301988371656
"Fair, High, Inactive",Prod=1,0.0633,0.5084,0.0425,0.6714060031595578,1.3206254979534968,0.010318280000000006,1.4960711538461544,0.2591897713499835
"Churned, Zero",Inactive,0.05,0.4849,0.032,0.64,1.3198597648999795,0.007754999999999998,1.4308333333333334,0.2550986842105262
"NoCard, Zero",France,0.1025,0.5014,0.0678,0.6614634146341464,1.3192329769328808,0.016406500000000004,1.4728097982708936,0.2696198059177822
"Adult, Prod=1, Retained",High,0.1811,0.383,0.0915,0.5052457205963555,1.3191794271445314,0.022138699999999997,1.2470837053571426,0.2954609909201134
Churned,Inactive,0.2037,0.4849,0.1302,0.6391752577319588,1.3181589146874795,0.03142587000000001,1.4275628571428574,0.30310954292635706
"MedSal, Prod=1, Retained",High,0.0951,0.383,0.048,0.5047318611987381,1.3178377576990552,0.011576700000000002,1.2457898089171973,0.26652806939993373
"Churned, Good",Prod=1,0.0451,0.5084,0.0302,0.6696230598669624,1.3171185284558662,0.007271160000000002,1.487997315436242,0.25213832591603164
"NoCard, Prod=2, Zero",France,0.0742,0.5014,0.049,0.660377358490566,1.3170669295783128,0.011796120000000007,1.4681,0.26003147856679953
"Middle, Zero",France,0.0786,0.5014,0.0519,0.6603053435114504,1.3169233017779227,0.012489960000000001,1.467788764044944,0.2611833462775294
"Active, High, NoCard",Prod=1,0.0584,0.5084,0.0391,0.6695205479452055,1.3169168921030794,0.009409440000000005,1.487535751295337,0.2555762950150694
"HighSal, Retained, Zero",France,0.078,0.5014,0.0515,0.6602564102564102,1.3168257085289397,0.0123908,1.467577358490566,0.2609523408377735
"NoCard, Retained, Zero",France,0.0877,0.5014,0.0579,0.6602052451539339,1.316723664048532,0.013927220000000004,1.4673563758389263,0.2636623978151599
"Inactive, Prod=1, Retained",High,0.1597,0.383,0.0805,0.504070131496556,1.316110003907457,0.019334899999999995,1.244127525252525,0.28583255166928695
"HasCard, HighSal, Zero",France,0.0638,0.5014,0.0421,0.6598746081504703,1.3160642364389117,0.010110680000000004,1.4659299539170512,0.2565249624372242
"Churned, HasCard, Prod=1",High,0.0991,0.383,0.0499,0.5035317860746721,1.314704402283739,0.011944700000000003,1.2427784552845529,0.2657040131990032
"Active, NoCard, Zero",France,0.0531,0.5014,0.035,0.6591337099811676,1.3145865775452088,0.008375660000000004,1.46274364640884,0.25272422793174726
"Fair, HasCard, Prod=1",High,0.1206,0.383,0.0607,0.5033167495854063,1.3141429493091548,0.014510199999999994,1.2422404006677796,0.2718305389439182
"Middle, Prod=2, Zero",France,0.051,0.5014,0.0336,0.6588235294117647,1.3139679485675404,0.0080286,1.4614137931034483,0.2517875959656782
"Adult, Prod=1",High,0.2178,0.383,0.1096,0.5032139577594124,1.3138745633405022,0.0261826,1.2419833641404807,0.30541081023577515
"Good, Zero",France,0.0896,0.5014,0.059,0.6584821428571428,1.3132870818850078,0.01407456,1.4599529411764705,0.26202972803908137
"Churned, Germany",Inactive,0.0814,0.4849,0.0518,0.6363636363636364,1.3123605616903204,0.012329140000000002,1.416525,0.25910547105844306
"HasCard, High, MedSal",Prod=1,0.0691,0.5084,0.0461,0.6671490593342982,1.3122522803585726,0.01096956000000001,1.4769373913043484,0.2556143624216438
"Churned, Germany, High",Inactive,0.0646,0.4849,0.0411,0.6362229102167182,1.3120703448478412,0.009775459999999993,1.4159770212765954,0.25427169349204326
"Good, Retained, Zero",France,0.078,0.5014,0.0513,0.6576923076923077,1.3117118222822253,0.012190800000000002,1.4565842696629214,0.2577412439268816
"Churned, High",Inactive,0.0987,0.4849,0.0627,0.635258358662614,1.3100811686174758,0.014840370000000006,1.4122325000000002,0.26260791828071844
"Middle, Retained, Zero",France,0.0593,0.5014,0.0389,0.6559865092748735,1.3083097512462576,0.009166980000000002,1.449361764705882,0.2505102719820033
"Active, LowSal, Zero",France,0.0468,0.5014,0.0307,0.655982905982906,1.3083025647844158,0.0072344800000000015,1.4493465838509318,0.2472207452079811
"HighSal, Prod=1, Retained",High,0.0954,0.383,0.0478,0.5010482180293502,1.3082198904160578,0.011261800000000002,1.23659243697479,0.2604493814506424
"High, Retained, Youth",Prod=1,0.0627,0.5084,0.0417,0.6650717703349281,1.3081663460561137,0.009823320000000003,1.4677771428571427,0.25132958820183804
"Adult, High, Inactive",Prod=1,0.0847,0.5084,0.0563,0.6646989374262102,1.3074330004449455,0.01323852000000001,1.4661450704225356,0.2569020552327428
"Inactive, Prod=1",High,0.2521,0.383,0.1262,0.50059500198334,1.3070365587032375,0.02964570000000001,1.2354702144559173,0.3140934076587187
"Prod=1, Retained",High,0.3675,0.383,0.1839,0.5004081632653061,1.3065487291522353,0.043147500000000005,1.2350081699346405,0.3709482942052628
"Fair, HasCard, High",Prod=1,0.0914,0.5084,0.0607,0.6641137855579868,1.3062820329622087,0.01423224,1.4635908794788273,0.2580547367077398
"Adult, High, NoCard",Prod=1,0.0494,0.5084,0.0328,0.6639676113360324,1.3059945148230379,0.007685040000000004,1.4629542168674703,0.24647590995160962
"Good, HasCard, Zero",France,0.0646,0.5014,0.0423,0.654798761609907,1.3059408887313664,0.009909559999999998,1.4443748878923763,0.250447464100515
"HasCard, LowSal, Zero",France,0.0672,0.5014,0.044,0.6547619047619048,1.3058673808574088,0.010305920000000003,1.4442206896551726,0.25109932948697966
"MedSal, Prod=1",High,0.1294,0.383,0.0647,0.5,1.3054830287206267,0.015139799999999995,1.234,0.26878015161957264
"Churned, HasCard",High,0.1424,0.383,0.0712,0.5,1.3054830287206267,0.016660799999999996,1.234,0.2728544776119402
"HasCard, MedSal, Prod=1",High,0.0922,0.383,0.0461,0.5,1.3054830287206267,0.010787400000000003,1.234,0.2577660277594184
"Churned, France",Inactive,0.081,0.4849,0.0512,0.6320987654320988,1.3035651999012141,0.011923099999999999,1.4001040268456375,0.25339830998367785
High,Prod=1,0.383,0.5084,0.2537,0.6624020887728459,1.302915202149579,0.0589828,1.4561701469450887,0.3768076870740912
"High, MedSal",Prod=1,0.0978,0.5084,0.0647,0.6615541922290388,1.3012474276731685,0.014978479999999995,1.4525220543806645,0.2566023565270811
"High, Middle",Prod=1,0.091,0.5084,0.0602,0.6615384615384615,1.3012164861102706,0.0139356,1.4524545454545454,0.25466267556988254
"Good, High",Prod=1,0.0888,0.5084,0.0587,0.661036036036036,1.300228237679064,0.013554080000000003,1.450301661129568,0.2534067811059943
"Active, Churned",Prod=1,0.0735,0.5084,0.0485,0.6598639455782314,1.2979227883128077,0.011132600000000006,1.4453040000000004,0.24774759236902
"Good, High, Retained",Prod=1,0.0679,0.5084,0.0448,0.6597938144329897,1.297784843495259,0.01027964,1.4450060606060606,0.2461712799055895
"Active, Medium",Prod=1,0.0795,0.5084,0.0524,0.6591194968553459,1.2964584910608692,0.011982200000000005,1.4421476014760146,0.24841709824149683
"Churned, HighSal",Inactive,0.0517,0.4849,0.0325,0.6286266924564797,1.2964048101804078,0.00743067,1.3870140625000003,0.24110091743119264
"HasCard, High, Poor",Prod=1,0.0654,0.5084,0.0431,0.6590214067278287,1.2962655521790496,0.00985064,1.441732735426009,0.24454647148574798
"Churned, LowSal",Inactive,0.0489,0.4849,0.0307,0.6278118609406953,1.2947243987228199,0.006988390000000001,1.3839774725274725,0.2393385063822894
"High, Poor, Retained",Prod=1,0.067,0.5084,0.0441,0.6582089552238806,1.2946674965064529,0.010037200000000003,1.4383056768558953,0.2439452379737176
"Inactive, Zero","France, Retained",0.1744,0.4204,0.0949,0.544151376146789,1.2943657853158634,0.021582240000000003,1.271474716981132,0.27546131791114276
"Fair, High",Prod=1,0.1275,0.5084,0.0839,0.6580392156862745,1.294333626448219,0.019079000000000013,1.4375917431192664,0.2606322849892936
"Active, Medium, Retained",Prod=1,0.0687,0.5084,0.0452,0.6579330422125181,1.2941247879868572,0.010272919999999998,1.4371455319148936,0.24404272645811495
"High, NoCard, Retained",Prod=1,0.0856,0.5084,0.0563,0.6577102803738318,1.2936866254402672,0.012780960000000008,1.4362102389078502,0.248266924005725
"Adult, Fair, High",Prod=1,0.0558,0.5084,0.0367,0.6577060931899642,1.2936783894373804,0.008331280000000003,1.4361926701570684,0.24042613241202426
"HasCard, High",Prod=1,0.2699,0.5084,0.1775,0.6576509818451278,1.2935699878936426,0.040282840000000014,1.435961471861472,0.31084177162688514
"High, LowSal, Retained",Prod=1,0.0662,0.5084,0.0435,0.6570996978851964,1.2924856370676563,0.009843919999999999,1.4336528634361236,0.24233991378694889
"Inactive, MedSal, Retained",Adult,0.0896,0.4451,0.0514,0.5736607142857143,1.2888355746702187,0.011519040000000001,1.3015455497382198,0.24616194702974023
"HasCard, Medium",Prod=1,0.1029,0.5084,0.0674,0.6550048590864918,1.2883651830969547,0.015085640000000004,1.424947605633803,0.24949565480858704
"HasCard, High, Middle",Prod=1,0.0636,0.5084,0.0416,0.6540880503144654,1.2865618613581145,0.009265759999999998,1.421170909090909,0.237862681957086
"Active, Churned, HasCard",Prod=1,0.0482,0.5084,0.0315,0.6535269709543569,1.28545824341927,0.0069951200000000005,1.4188694610778445,0.23331298758909602
"High, HighSal",Prod=1,0.0979,0.5084,0.0639,0.6527068437180796,1.2838450899254124,0.014127640000000004,1.4155188235294116,0.24508350277799038
"HasCard, High, VeryHighSal",Prod=1,0.0665,0.5084,0.0434,0.6526315789473685,1.2836970474967908,0.0095914,1.4152121212121214,0.23674343867166578
"High, MedSal, Retained",Prod=1,0.0736,0.5084,0.048,0.6521739130434783,1.2827968391885884,0.010581760000000003,1.41335,0.23796776050662066
"High, VeryHighSal",Prod=1,0.0956,0.5084,0.0623,0.651673640167364,1.2818128248767977,0.013696960000000001,1.41132012012012,0.24309475416423226
"Active, High",Prod=1,0.1958,0.5084,0.1275,0.6511746680286006,1.280831369057043,0.027955280000000013,1.409301317715959,0.27264001248348146
"Adult, Churned",Inactive,0.0538,0.4849,0.0334,0.620817843866171,1.280300771017057,0.00731238,1.35845,0.23138187796885623
"Inactive, VeryHigh",Prod=1,0.0484,0.5084,0.0315,0.6508264462809917,1.2801464324960499,0.006893440000000004,1.4078958579881657,0.2299699086584334
"Good, HasCard, High",Prod=1,0.0627,0.5084,0.0408,0.6507177033492823,1.2799325400261257,0.008923320000000005,1.4074575342465752,0.23333919079207496
"Churned, Fair",Inactive,0.0683,0.4849,0.0423,0.6193265007320644,1.2772252025821085,0.009181329999999994,1.353128076923077,0.23296417159613914
"High, HighSal, Retained",Prod=1,0.0737,0.5084,0.0478,0.6485753052917232,1.2757185391261276,0.010330920000000007,1.3988772200772204,0.23332401324927507
"Active, High, Retained",Prod=1,0.1598,0.5084,0.1034,0.6470588235294118,1.272735687508678,0.022157680000000013,1.392866666666667,0.25504749951310307
"HasCard, Medium, Retained",Prod=1,0.0833,0.5084,0.0539,0.6470588235294118,1.272735687508678,0.01155028000000001,1.392866666666667,0.2337634003391614
"High, Retained",Prod=1,0.2843,0.5084,0.1839,0.646851916989096,1.272328711622927,0.039361880000000016,1.392050597609562,0.2990632761379343
"High, Inactive, Retained",Prod=1,0.1245,0.5084,0.0805,0.6465863453815262,1.2718063441808147,0.017204200000000003,1.3910045454545457,0.24410824692899538
"Adult, High",Prod=1,0.1697,0.5084,0.1096,0.6458456098998233,1.2703493507077563,0.023324520000000015,1.388095174708819,0.25631092798223504
"Active, Fair, High",Prod=1,0.0642,0.5084,0.0414,0.6448598130841122,1.268410332580866,0.008760720000000007,1.3842421052631584,0.22612908121703218
Medium,Prod=1,0.1509,0.5084,0.0973,0.6447978793903246,1.2682885117827,0.020582439999999994,1.3840007462686565,0.24912951177493653
"Active, HasCard, High",Prod=1,0.1374,0.5084,0.0884,0.6433770014556042,1.2654937086066174,0.018545840000000008,1.3784865306122454,0.24321188283763817
"Prod=2, Youth","France, Retained",0.1025,0.4204,0.0545,0.5317073170731708,1.2647652642083034,0.011409000000000002,1.2376875,0.23324729753903561
"HasCard, High, Retained",Prod=1,0.1987,0.5084,0.1276,0.642174131857071,1.263127718050887,0.026580920000000008,1.3738526019690578,0.2599705728974117
